,Total,Not Hispanic or Latino,Not Hispanic or Latino White alone,Not Hispanic or Latino Black or African American alone,Not Hispanic or Latino American Indian and Alaska Native alone,Not Hispanic or Latino Asian alone,Not Hispanic or Latino Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino Some other race alone,Not Hispanic or Latino Two or more races,Not Hispanic or Latino Two or more races Two races including Some other race,"Not Hispanic or Latino Two or more races Two races excluding Some other race, and three or more",Hispanic or Latino
"Gardnertown CDP, New York: Summary level: 160, state:36> place:28310",4506,3941,2914,885,0,70,0,0,72,12,60,565
"Gasport CDP, New York: Summary level: 160, state:36> place:28431",975,975,934,18,23,0,0,0,0,0,0,0
"Gates CDP, New York: Summary level: 160, state:36> place:28453",5254,4865,3784,613,0,153,0,146,169,0,169,389
"Geneseo village, New York: Summary level: 160, state:36> place:28618",7984,7532,6682,198,0,404,7,4,237,0,237,452
"Geneva city, New York: Summary level: 160, state:36> place:28640",13247,11610,10003,950,6,186,0,95,370,17,353,1637
"Germantown CDP, New York: Summary level: 160, state:36> place:28761",921,877,849,14,2,0,0,0,12,0,12,44
"Ghent CDP, New York: Summary level: 160, state:36> place:28860",416,416,416,0,0,0,0,0,0,0,0,0
"Gilbertsville village, New York: Summary level: 160, state:36> place:28959",343,343,333,0,0,10,0,0,0,0,0,0
"Gilgo CDP, New York: Summary level: 160, state:36> place:28990",248,248,248,0,0,0,0,0,0,0,0,0
"Glasco CDP, New York: Summary level: 160, state:36> place:29014",2149,2001,1849,136,0,16,0,0,0,0,0,148
"Glen Aubrey CDP, New York: Summary level: 160, state:36> place:29058",323,323,323,0,0,0,0,0,0,0,0,0
"Glen Cove city, New York: Summary level: 160, state:36> place:29113",27047,19125,15603,1691,0,958,0,674,199,47,152,7922
"Glen Head CDP, New York: Summary level: 160, state:36> place:29245",4673,4044,3817,34,0,118,0,0,75,0,75,629
"Glen Park village, New York: Summary level: 160, state:36> place:29322",483,465,440,14,0,2,0,0,9,0,9,18
"Glens Falls city, New York: Summary level: 160, state:36> place:29333",14652,14284,13791,246,58,99,5,0,85,13,72,368
"Glens Falls North CDP, New York: Summary level: 160, state:36> place:29338",8721,8539,7999,90,2,238,0,11,199,11,188,182
"Glenwood Landing CDP, New York: Summary level: 160, state:36> place:29421",3799,3638,3445,43,0,126,0,0,24,0,24,161
"Gloversville city, New York: Summary level: 160, state:36> place:29443",15514,14883,14045,335,42,113,0,21,327,0,327,631
"Golden's Bridge CDP, New York: Summary level: 160, state:36> place:29476",1478,1416,1295,10,0,100,0,0,11,0,11,62
"Gordon Heights CDP, New York: Summary level: 160, state:36> place:29509",3901,2970,704,1953,69,70,0,0,174,27,147,931
"Gorham CDP, New York: Summary level: 160, state:36> place:29520",795,795,795,0,0,0,0,0,0,0,0,0
"Goshen village, New York: Summary level: 160, state:36> place:29542",5434,4658,3904,422,0,202,0,0,130,0,130,776
"Gouverneur village, New York: Summary level: 160, state:36> place:29597",3927,3879,3803,29,30,9,0,0,8,0,8,48
"Gowanda village, New York: Summary level: 160, state:36> place:29630",2541,2539,2305,71,112,48,0,0,3,0,3,2
"Grand View-on-Hudson village, New York: Summary level: 160, state:36> place:29872",342,333,326,0,0,3,0,0,4,2,2,9
"Grandyle Village CDP, New York: Summary level: 160, state:36> place:29894",4654,4433,4307,42,0,15,0,0,69,0,69,221
"Granville village, New York: Summary level: 160, state:36> place:30026",2399,2356,2300,0,0,43,0,0,13,0,13,43
"Great Bend CDP, New York: Summary level: 160, state:36> place:30136",1073,848,848,0,0,0,0,0,0,0,0,225
"Great Neck village, New York: Summary level: 160, state:36> place:30169",10028,9493,8414,129,47,780,0,0,123,0,123,535
"Great Neck Estates village, New York: Summary level: 160, state:36> place:30191",2776,2702,2346,15,0,285,0,0,56,4,52,74
"Great Neck Gardens CDP, New York: Summary level: 160, state:36> place:30202",1141,1141,730,0,0,217,0,0,194,0,194,0
"Great Neck Plaza village, New York: Summary level: 160, state:36> place:30213",6769,6004,4916,87,52,862,0,0,87,0,87,765
"Great River CDP, New York: Summary level: 160, state:36> place:30235",1592,1525,1414,5,0,106,0,0,0,0,0,67
"Greece CDP, New York: Summary level: 160, state:36> place:30279",14439,13670,12706,408,0,280,0,39,237,0,237,769
"Greene village, New York: Summary level: 160, state:36> place:30411",1719,1673,1637,20,0,1,0,0,15,0,15,46
"Green Island village, New York: Summary level: 160, state:36> place:30521",2609,2537,2230,88,17,117,0,0,85,0,85,72
"Greenlawn CDP, New York: Summary level: 160, state:36> place:30543",14188,12158,9050,2271,10,399,0,185,243,0,243,2030
"Greenport village, New York: Summary level: 160, state:36> place:30576",2313,1539,1269,210,0,0,0,0,60,0,60,774
"Greenport West CDP, New York: Summary level: 160, state:36> place:30581",1932,1744,1732,12,0,0,0,0,0,0,0,188
"Greenvale CDP, New York: Summary level: 160, state:36> place:30598",707,688,457,0,0,231,0,0,0,0,0,19
"Greenville CDP (Greene County), New York: Summary level: 160, state:36> place:30609",723,723,723,0,0,0,0,0,0,0,0,0
"Greenville CDP (Westchester County), New York: Summary level: 160, state:36> place:30642",7181,6973,5515,59,20,1210,0,0,169,0,169,208
"Greenwich village, New York: Summary level: 160, state:36> place:30675",1923,1893,1856,17,0,6,0,0,14,0,14,30
"Greenwood Lake village, New York: Summary level: 160, state:36> place:30752",3141,2616,2573,33,0,0,0,0,10,0,10,525
"Greigsville CDP, New York: Summary level: 160, state:36> place:30807",259,259,259,0,0,0,0,0,0,0,0,0
"Groton village, New York: Summary level: 160, state:36> place:30961",2372,2348,2296,11,13,18,0,0,10,0,10,24
"Groveland Station CDP, New York: Summary level: 160, state:36> place:31022",267,267,267,0,0,0,0,0,0,0,0,0
"Guilford CDP, New York: Summary level: 160, state:36> place:31137",263,242,239,0,0,0,0,0,3,0,3,21
"Hadley CDP, New York: Summary level: 160, state:36> place:31258",888,888,857,0,9,6,0,0,16,0,16,0
"Hagaman village, New York: Summary level: 160, state:36> place:31291",1210,1149,1126,7,0,0,0,3,13,0,13,61
"Hailesboro CDP, New York: Summary level: 160, state:36> place:31346",578,576,573,3,0,0,0,0,0,0,0,2
"Halesite CDP, New York: Summary level: 160, state:36> place:31445",2753,2645,2620,0,0,15,0,0,10,0,10,108
"Hall CDP, New York: Summary level: 160, state:36> place:31533",213,213,213,0,0,0,0,0,0,0,0,0
"Hamburg village, New York: Summary level: 160, state:36> place:31643",9458,9017,8916,17,14,12,0,0,58,0,58,441
"Hamilton village, New York: Summary level: 160, state:36> place:31709",4082,3917,3269,392,0,204,0,0,52,0,52,165
"Hamlin CDP, New York: Summary level: 160, state:36> place:31786",5412,5204,5058,108,0,7,0,0,31,0,31,208
"Hammond village, New York: Summary level: 160, state:36> place:31830",340,331,324,0,0,3,0,2,2,0,2,9
"Hammondsport village, New York: Summary level: 160, state:36> place:31852",692,692,639,53,0,0,0,0,0,0,0,0
"Hampton Bays CDP, New York: Summary level: 160, state:36> place:31896",12680,9370,9196,58,0,58,0,27,31,0,31,3310
"Hampton Manor CDP, New York: Summary level: 160, state:36> place:31918",1907,1899,1898,1,0,0,0,0,0,0,0,8
"Hancock village, New York: Summary level: 160, state:36> place:31940",857,851,821,8,0,19,0,0,3,0,3,6
"Hannawa Falls CDP, New York: Summary level: 160, state:36> place:32006",1049,1012,985,1,0,22,0,0,4,0,4,37
"Hannibal village, New York: Summary level: 160, state:36> place:32017",700,686,686,0,0,0,0,0,0,0,0,14
"Harbor Hills CDP, New York: Summary level: 160, state:36> place:32094",531,501,391,0,0,110,0,0,0,0,0,30
"Harbor Isle CDP, New York: Summary level: 160, state:36> place:32105",1485,1381,1320,0,0,16,0,0,45,0,45,104
"Harriman village, New York: Summary level: 160, state:36> place:32325",2638,2122,1304,553,0,198,0,0,67,0,67,516
"Harris Hill CDP, New York: Summary level: 160, state:36> place:32391",5281,5131,4563,146,11,291,0,0,120,0,120,150
"Harrison village, New York: Summary level: 160, state:36> place:32402",27636,23056,20095,521,29,2082,0,39,290,63,227,4580
"Harrisville village, New York: Summary level: 160, state:36> place:32424",548,544,524,0,15,5,0,0,0,0,0,4
"Hartsdale CDP, New York: Summary level: 160, state:36> place:32523",5286,4839,3338,295,0,1024,0,14,168,18,150,447
"Hartwick CDP, New York: Summary level: 160, state:36> place:32578",510,504,496,0,0,0,0,0,8,0,8,6
"Hastings-on-Hudson village, New York: Summary level: 160, state:36> place:32710",7880,7312,6760,139,0,319,0,0,94,0,94,568
"Hauppauge CDP, New York: Summary level: 160, state:36> place:32732",21324,19568,18253,312,18,787,0,15,183,29,154,1756
"Haverstraw village, New York: Summary level: 160, state:36> place:32754",11952,4668,2605,1590,5,358,0,0,110,22,88,7284
"Haviland CDP, New York: Summary level: 160, state:36> place:32776",3695,3565,3147,236,0,144,0,18,20,0,20,130
"Hawthorne CDP, New York: Summary level: 160, state:36> place:32842",4815,4472,4119,119,0,211,0,0,23,0,23,343
"Head of the Harbor village, New York: Summary level: 160, state:36> place:32963",1319,1270,1245,0,0,25,0,0,0,0,0,49
"Hemlock CDP, New York: Summary level: 160, state:36> place:33128",451,451,451,0,0,0,0,0,0,0,0,0
"Hempstead village, New York: Summary level: 160, state:36> place:33139",54350,31182,4163,24874,45,1045,0,374,681,146,535,23168
"Henderson CDP, New York: Summary level: 160, state:36> place:34044",201,201,201,0,0,0,0,0,0,0,0,0
"Heritage Hills CDP, New York: Summary level: 160, state:36> place:34118",4137,3981,3796,30,0,155,0,0,0,0,0,156
"Herkimer village, New York: Summary level: 160, state:36> place:34121",7741,7530,7108,167,6,111,0,0,138,5,133,211
"Hermon village, New York: Summary level: 160, state:36> place:34165",352,349,329,10,0,0,2,0,8,0,8,3
"Herricks CDP, New York: Summary level: 160, state:36> place:34198",4339,4129,2246,56,31,1611,0,73,112,8,104,210
"Herrings village, New York: Summary level: 160, state:36> place:34220",81,71,71,0,0,0,0,0,0,0,0,10
"Heuvelton village, New York: Summary level: 160, state:36> place:34264",727,710,696,3,10,0,0,0,1,0,1,17
"Hewlett CDP, New York: Summary level: 160, state:36> place:34286",6675,6432,6007,9,0,386,0,0,30,0,30,243
"Hewlett Bay Park village, New York: Summary level: 160, state:36> place:34297",428,391,368,1,0,19,0,0,3,0,3,37
"Hewlett Harbor village, New York: Summary level: 160, state:36> place:34308",1257,1206,1160,0,0,43,0,0,3,0,3,51
"Hewlett Neck village, New York: Summary level: 160, state:36> place:34319",381,366,343,9,0,14,0,0,0,0,0,15
"Hicksville CDP, New York: Summary level: 160, state:36> place:34374",41748,36308,26070,1006,0,8076,0,405,751,174,577,5440
"High Falls CDP, New York: Summary level: 160, state:36> place:34451",723,631,601,0,0,0,0,0,30,0,30,92
"Highland CDP, New York: Summary level: 160, state:36> place:34484",5336,4783,3969,339,1,302,0,0,172,0,172,553
"Highland Falls village, New York: Summary level: 160, state:36> place:34495",3872,3244,2364,528,7,221,0,0,124,0,124,628
"Hillburn village, New York: Summary level: 160, state:36> place:34660",880,720,390,225,52,0,0,0,53,0,53,160
"Hillcrest CDP, New York: Summary level: 160, state:36> place:34693",7798,6392,938,4547,13,600,0,79,215,58,157,1406
"Hillside CDP, New York: Summary level: 160, state:36> place:34786",736,736,701,8,0,9,0,0,18,0,18,0
"Hillside Lake CDP, New York: Summary level: 160, state:36> place:34803",996,864,864,0,0,0,0,0,0,0,0,132
"Hilton village, New York: Summary level: 160, state:36> place:34847",5939,5731,5691,0,9,17,0,0,14,0,14,208
"Hobart village, New York: Summary level: 160, state:36> place:34979",478,475,402,44,0,26,0,0,3,0,3,3
"Holbrook CDP, New York: Summary level: 160, state:36> place:35056",27225,24034,22439,393,8,1086,0,51,57,17,40,3191
"Holland CDP, New York: Summary level: 160, state:36> place:35111",1232,1206,1198,1,0,0,0,0,7,0,7,26
"Holland Patent village, New York: Summary level: 160, state:36> place:35144",421,421,415,0,0,0,0,0,6,0,6,0
"Holley village, New York: Summary level: 160, state:36> place:35155",1991,1956,1931,7,0,10,4,0,4,0,4,35
"Holtsville CDP, New York: Summary level: 160, state:36> place:35254",20092,17417,15928,690,0,533,0,91,175,48,127,2675
"Homer village, New York: Summary level: 160, state:36> place:35276",3291,3152,3041,33,9,0,0,40,29,0,29,139
"Honeoye CDP, New York: Summary level: 160, state:36> place:35353",495,495,472,0,23,0,0,0,0,0,0,0
"Honeoye Falls village, New York: Summary level: 160, state:36> place:35364",2696,2676,2659,0,14,0,0,0,3,0,3,20
"Hoosick Falls village, New York: Summary level: 160, state:36> place:35474",3473,3451,3345,29,14,15,0,0,48,0,48,22
"Hopewell Junction CDP, New York: Summary level: 160, state:36> place:35573",531,460,453,0,0,0,0,0,7,0,7,71
"Hornell city, New York: Summary level: 160, state:36> place:35672",8535,8364,7861,306,0,53,0,5,139,0,139,171
"Horseheads village, New York: Summary level: 160, state:36> place:35694",6529,6424,6079,32,6,231,0,0,76,0,76,105
"Horseheads North CDP, New York: Summary level: 160, state:36> place:35710",2805,2674,2587,18,0,69,0,0,0,0,0,131
"Hortonville CDP, New York: Summary level: 160, state:36> place:35738",249,249,249,0,0,0,0,0,0,0,0,0
"Houghton CDP, New York: Summary level: 160, state:36> place:35771",1793,1765,1587,70,0,85,14,0,9,0,9,28
"Hudson city, New York: Summary level: 160, state:36> place:35969",6686,6024,3962,1301,61,284,38,58,320,17,303,662
"Hudson Falls village, New York: Summary level: 160, state:36> place:35980",7268,7127,6985,2,0,0,47,0,93,0,93,141
"Hunt CDP, New York: Summary level: 160, state:36> place:36156",55,53,53,0,0,0,0,0,0,0,0,2
"Hunter village, New York: Summary level: 160, state:36> place:36167",489,489,489,0,0,0,0,0,0,0,0,0
"Huntington CDP, New York: Summary level: 160, state:36> place:36233",18580,17339,16530,300,4,365,0,14,126,8,118,1241
"Huntington Bay village, New York: Summary level: 160, state:36> place:37022",1453,1408,1355,0,0,32,0,0,21,3,18,45
"Huntington Station CDP, New York: Summary level: 160, state:36> place:37044",33224,21232,17173,2433,26,1147,0,82,371,25,346,11992
"Hurley CDP, New York: Summary level: 160, state:36> place:37132",3449,3330,3232,41,0,57,0,0,0,0,0,119
"Hyde Park CDP, New York: Summary level: 160, state:36> place:37198",2263,2135,2008,48,0,56,0,0,23,0,23,128
"Ilion village, New York: Summary level: 160, state:36> place:37275",8018,7946,7823,34,4,12,0,0,73,0,73,72
"Interlaken village, New York: Summary level: 160, state:36> place:37528",644,641,625,4,0,9,0,0,3,0,3,3
"Inwood CDP, New York: Summary level: 160, state:36> place:37583",9804,5110,2469,2230,0,187,0,35,189,20,169,4694
"Irondequoit CDP, New York: Summary level: 160, state:36> place:37737",51577,47748,41979,4082,54,863,4,126,640,43,597,3829
"Irvington village, New York: Summary level: 160, state:36> place:37803",6488,5790,5056,85,6,516,0,0,127,0,127,698
"Islandia village, New York: Summary level: 160, state:36> place:37840",3336,2403,1505,539,0,337,0,4,18,18,0,933
"Island Park village, New York: Summary level: 160, state:36> place:37847",4661,3479,3109,53,0,207,0,20,90,8,82,1182
"Islip CDP, New York: Summary level: 160, state:36> place:37869",18563,15535,13865,1096,1,398,0,7,168,0,168,3028
"Islip Terrace CDP, New York: Summary level: 160, state:36> place:38022",5187,4642,4442,23,20,112,0,0,45,0,45,545
"Ithaca city, New York: Summary level: 160, state:36> place:38077",30225,27802,19851,1659,123,5250,15,77,827,45,782,2423
"Jamesport CDP, New York: Summary level: 160, state:36> place:38253",1516,1297,1297,0,0,0,0,0,0,0,0,219
"Jamestown city, New York: Summary level: 160, state:36> place:38264",30944,28194,25791,1198,184,191,23,85,722,30,692,2750
"Jamestown West CDP, New York: Summary level: 160, state:36> place:38275",2079,2035,1956,25,0,0,0,0,54,0,54,44
"Jefferson Heights CDP, New York: Summary level: 160, state:36> place:38451",1226,1057,907,19,0,59,0,0,72,0,72,169
"Jefferson Valley-Yorktown CDP, New York: Summary level: 160, state:36> place:38500",14565,13324,12254,404,22,368,0,77,199,21,178,1241
"Jeffersonville village, New York: Summary level: 160, state:36> place:38506",294,261,248,11,0,0,0,0,2,0,2,33
"Jericho CDP, New York: Summary level: 160, state:36> place:38539",13386,13156,8570,169,152,4070,0,1,194,0,194,230
"Johnson City village, New York: Summary level: 160, state:36> place:38748",15063,14390,12059,949,0,779,0,42,561,63,498,673
"Johnstown city, New York: Summary level: 160, state:36> place:38781",8619,8557,8041,158,0,176,0,0,182,0,182,62
"Jordan village, New York: Summary level: 160, state:36> place:38825",1417,1395,1330,0,33,3,0,0,29,0,29,22
"Kaser village, New York: Summary level: 160, state:36> place:38934",4837,4824,4799,0,0,25,0,0,0,0,0,13
"Katonah CDP, New York: Summary level: 160, state:36> place:38946",1775,1423,1172,95,0,107,0,0,49,0,49,352
"Keeseville village, New York: Summary level: 160, state:36> place:39089",1908,1897,1762,31,0,52,0,0,52,0,52,11
"Kenmore village, New York: Summary level: 160, state:36> place:39232",15362,14751,13793,394,111,51,0,32,370,11,359,611
"Kennedy CDP, New York: Summary level: 160, state:36> place:39243",514,514,493,0,0,0,0,0,21,0,21,0
"Kensington village, New York: Summary level: 160, state:36> place:39309",1125,1125,1016,0,0,81,0,0,28,0,28,0
"Kerhonkson CDP, New York: Summary level: 160, state:36> place:39397",1668,1566,1483,0,0,76,0,0,7,0,7,102
"Keuka Park CDP, New York: Summary level: 160, state:36> place:39463",937,931,849,38,0,4,0,0,40,0,40,6
"Kinderhook village, New York: Summary level: 160, state:36> place:39562",1380,1368,1286,20,3,14,0,0,45,0,45,12
"Kings Park CDP, New York: Summary level: 160, state:36> place:39672",17657,16790,16182,54,0,473,0,0,81,22,59,867
"Kings Point village, New York: Summary level: 160, state:36> place:39694",5016,4901,4678,98,0,102,4,0,19,5,14,115
"Kingston city, New York: Summary level: 160, state:36> place:39727",23823,20327,15394,3460,45,363,0,26,1039,29,1010,3496
"Kiryas Joel village, New York: Summary level: 160, state:36> place:39853",20734,20397,20305,10,66,16,0,0,0,0,0,337
"Kysorville CDP, New York: Summary level: 160, state:36> place:40175",70,64,64,0,0,0,0,0,0,0,0,6
"Lackawanna city, New York: Summary level: 160, state:36> place:40189",18069,16384,14323,1427,23,70,0,19,522,36,486,1685
"Lacona village, New York: Summary level: 160, state:36> place:40200",611,610,589,0,0,8,0,0,13,0,13,1
"La Fargeville CDP, New York: Summary level: 160, state:36> place:40233",475,468,463,0,0,0,0,0,5,0,5,7
"Lake Carmel CDP, New York: Summary level: 160, state:36> place:40398",7858,6465,5861,368,0,39,0,81,116,0,116,1393
"Lake Erie Beach CDP, New York: Summary level: 160, state:36> place:40486",3984,3984,3873,1,41,25,0,10,34,0,34,0
"Lake George village, New York: Summary level: 160, state:36> place:40508",881,864,842,2,0,7,0,0,13,0,13,17
"Lake Grove village, New York: Summary level: 160, state:36> place:40530",11176,10050,9018,223,0,435,0,80,294,0,294,1126
"Lake Katrine CDP, New York: Summary level: 160, state:36> place:40585",2406,2332,2169,28,0,0,0,0,135,0,135,74
"Lakeland CDP, New York: Summary level: 160, state:36> place:40607",2908,2822,2748,0,10,49,15,0,0,0,0,86
"Lake Luzerne CDP, New York: Summary level: 160, state:36> place:40651",1137,1130,1113,17,0,0,0,0,0,0,0,7
"Lake Mohegan CDP, New York: Summary level: 160, state:36> place:40689",5436,4397,4048,186,0,140,0,0,23,0,23,1039
"Lake Placid village, New York: Summary level: 160, state:36> place:40761",2616,2469,2291,76,0,0,35,22,45,0,45,147
"Lake Ronkonkoma CDP, New York: Summary level: 160, state:36> place:40838",19800,17755,16310,444,4,799,0,0,198,64,134,2045
"Lake Success village, New York: Summary level: 160, state:36> place:40937",2966,2888,1827,213,0,801,0,9,38,7,31,78
"Lakeview CDP, New York: Summary level: 160, state:36> place:41003",5744,4714,163,4182,92,30,0,18,229,6,223,1030
"Lakeville CDP, New York: Summary level: 160, state:36> place:41036",843,843,797,0,0,46,0,0,0,0,0,0
"Lakewood village, New York: Summary level: 160, state:36> place:41069",2991,2902,2736,26,0,132,0,8,0,0,0,89
"Lancaster village, New York: Summary level: 160, state:36> place:41135",10325,10194,9871,12,3,51,0,0,257,0,257,131
"Lansing village, New York: Summary level: 160, state:36> place:41223",3559,3389,1947,169,0,1239,0,0,34,0,34,170
"Larchmont village, New York: Summary level: 160, state:36> place:41333",5898,5558,5207,21,0,142,0,0,188,0,188,340
"Lattingtown village, New York: Summary level: 160, state:36> place:41432",1850,1781,1647,50,0,84,0,0,0,0,0,69
"Laurel CDP, New York: Summary level: 160, state:36> place:41465",1230,1203,1203,0,0,0,0,0,0,0,0,27
"Laurel Hollow village, New York: Summary level: 160, state:36> place:41487",1731,1657,1518,9,0,119,0,0,11,3,8,74
"Laurens village, New York: Summary level: 160, state:36> place:41520",249,240,239,0,0,0,0,0,1,0,1,9
"Lawrence village, New York: Summary level: 160, state:36> place:41553",6504,6249,6178,16,0,54,0,0,1,1,0,255
"Leeds CDP, New York: Summary level: 160, state:36> place:41784",432,432,404,0,0,0,0,0,28,0,28,0
"Leicester village, New York: Summary level: 160, state:36> place:41872",514,514,494,0,0,7,0,0,13,0,13,0
"Le Roy village, New York: Summary level: 160, state:36> place:42026",4356,4292,4110,169,0,2,11,0,0,0,0,64
"Levittown CDP, New York: Summary level: 160, state:36> place:42081",53253,47089,42327,228,16,3982,0,21,515,135,380,6164
"Lewiston village, New York: Summary level: 160, state:36> place:42147",2698,2683,2643,0,22,18,0,0,0,0,0,15
"Liberty village, New York: Summary level: 160, state:36> place:42224",4326,2877,2394,185,45,98,0,0,155,0,155,1449
"Lido Beach CDP, New York: Summary level: 160, state:36> place:42279",2812,2578,2441,2,0,135,0,0,0,0,0,234
"Lima village, New York: Summary level: 160, state:36> place:42323",2441,2412,2140,9,0,66,8,0,189,0,189,29
"Lime Lake CDP, New York: Summary level: 160, state:36> place:42345",653,653,603,29,13,0,0,0,8,0,8,0
"Limestone CDP, New York: Summary level: 160, state:36> place:42378",304,304,301,0,3,0,0,0,0,0,0,0
"Lincolndale CDP, New York: Summary level: 160, state:36> place:42455",1283,1227,1196,0,9,22,0,0,0,0,0,56
"Lincoln Park CDP, New York: Summary level: 160, state:36> place:42488",2465,2366,2241,41,0,76,0,8,0,0,0,99
"Lindenhurst village, New York: Summary level: 160, state:36> place:42554",27278,24279,23045,444,0,588,0,0,202,8,194,2999
"Linwood CDP, New York: Summary level: 160, state:36> place:42609",73,73,73,0,0,0,0,0,0,0,0,0
"Lisle village, New York: Summary level: 160, state:36> place:42642",286,274,271,0,0,0,0,0,3,0,3,12
"Little Falls city, New York: Summary level: 160, state:36> place:42741",4917,4883,4748,33,12,16,49,0,25,0,25,34
"Little Valley village, New York: Summary level: 160, state:36> place:42829",1294,1216,1114,55,0,0,0,0,47,0,47,78
"Liverpool village, New York: Summary level: 160, state:36> place:42884",2273,2197,2096,62,14,8,0,0,17,0,17,76
"Livingston Manor CDP, New York: Summary level: 160, state:36> place:42928",902,739,696,0,9,7,0,0,27,0,27,163
"Livonia village, New York: Summary level: 160, state:36> place:42950",1421,1408,1364,7,0,9,0,0,28,0,28,13
"Livonia Center CDP, New York: Summary level: 160, state:36> place:42972",246,242,242,0,0,0,0,0,0,0,0,4
"Lloyd Harbor village, New York: Summary level: 160, state:36> place:43005",3670,3570,3426,0,0,101,0,0,43,0,43,100
"Loch Sheldrake CDP, New York: Summary level: 160, state:36> place:43038",1188,974,728,222,0,16,0,0,8,0,8,214
"Lockport city, New York: Summary level: 160, state:36> place:43082",21042,20244,17451,1886,79,217,0,64,547,47,500,798
"Locust Valley CDP, New York: Summary level: 160, state:36> place:43192",3251,2948,2855,57,0,14,16,0,6,0,6,303
"Lodi village, New York: Summary level: 160, state:36> place:43214",426,422,411,0,0,0,0,0,11,0,11,4
"Long Beach city, New York: Summary level: 160, state:36> place:43335",33407,27792,23944,1806,25,1285,0,479,253,31,222,5615
"Long Lake CDP, New York: Summary level: 160, state:36> place:43401",422,411,407,3,0,1,0,0,0,0,0,11
"Lorenz Park CDP, New York: Summary level: 160, state:36> place:43511",2060,2033,1671,102,0,47,0,0,213,0,213,27
"Lorraine CDP, New York: Summary level: 160, state:36> place:43533",196,196,162,0,0,0,0,0,34,0,34,0
"Lowville village, New York: Summary level: 160, state:36> place:43720",3715,3643,3513,11,0,73,0,0,46,0,46,72
"Lynbrook village, New York: Summary level: 160, state:36> place:43874",19461,16794,14763,608,0,1270,0,0,153,19,134,2667
"Lyncourt CDP, New York: Summary level: 160, state:36> place:43885",4333,4154,3564,233,0,148,0,0,209,0,209,179
"Lyndonville village, New York: Summary level: 160, state:36> place:43918",905,905,865,6,9,13,2,0,10,0,10,0
"Lyon Mountain CDP, New York: Summary level: 160, state:36> place:43951",368,368,362,0,0,0,0,0,6,0,6,0
"Lyons village, New York: Summary level: 160, state:36> place:43962",3745,3457,3048,313,0,18,0,11,67,30,37,288
"Lyons Falls village, New York: Summary level: 160, state:36> place:44006",833,794,731,55,0,0,0,0,8,0,8,39
"Macedon village, New York: Summary level: 160, state:36> place:44149",1530,1490,1445,14,3,5,0,0,23,0,23,40
"McGraw village, New York: Summary level: 160, state:36> place:44193",1074,1021,986,24,6,0,0,0,5,0,5,53
"Machias CDP, New York: Summary level: 160, state:36> place:44226",682,682,671,0,0,0,0,0,11,6,5,0
"Madison village, New York: Summary level: 160, state:36> place:44424",292,290,284,0,0,1,0,0,5,0,5,2
"Madrid CDP, New York: Summary level: 160, state:36> place:44479",781,766,721,10,9,10,0,0,16,6,10,15
"Mahopac CDP, New York: Summary level: 160, state:36> place:44534",8085,6960,6622,0,0,231,0,0,107,0,107,1125
"Malden-on-Hudson CDP, New York: Summary level: 160, state:36> place:44677",298,298,298,0,0,0,0,0,0,0,0,0
"Malone village, New York: Summary level: 160, state:36> place:44710",5894,5821,5669,119,0,0,0,0,33,0,33,73
"Malverne village, New York: Summary level: 160, state:36> place:44787",8529,8112,7620,86,0,406,0,0,0,0,0,417
"Malverne Park Oaks CDP, New York: Summary level: 160, state:36> place:44792",434,317,274,43,0,0,0,0,0,0,0,117
"Mamaroneck village, New York: Summary level: 160, state:36> place:44831",19035,15019,12891,652,41,967,0,121,347,56,291,4016
"Manchester village, New York: Summary level: 160, state:36> place:44853",1607,1563,1488,21,29,0,0,0,25,0,25,44
"Manhasset CDP, New York: Summary level: 160, state:36> place:44897",8275,6828,5311,618,40,733,0,11,115,0,115,1447
"Manhasset Hills CDP, New York: Summary level: 160, state:36> place:44908",3711,3419,1833,55,0,1300,0,126,105,0,105,292
"Manlius village, New York: Summary level: 160, state:36> place:45018",4689,4639,4304,37,21,175,0,0,102,0,102,50
"Mannsville village, New York: Summary level: 160, state:36> place:45073",367,367,329,22,0,0,0,1,15,0,15,0
"Manorhaven village, New York: Summary level: 160, state:36> place:45106",6584,4972,4034,100,0,687,0,0,151,0,151,1612
"Manorville CDP, New York: Summary level: 160, state:36> place:45139",14096,13661,13333,124,0,91,0,0,113,0,113,435
"Marathon village, New York: Summary level: 160, state:36> place:45392",1046,1015,847,0,0,124,20,0,24,0,24,31
"Marcellus village, New York: Summary level: 160, state:36> place:45480",1618,1618,1544,0,5,69,0,0,0,0,0,0
"Margaretville village, New York: Summary level: 160, state:36> place:45557",544,538,522,11,0,0,0,0,5,0,5,6
"Mariaville Lake CDP, New York: Summary level: 160, state:36> place:45573",767,767,767,0,0,0,0,0,0,0,0,0
"Marion CDP, New York: Summary level: 160, state:36> place:45634",1526,1515,1461,54,0,0,0,0,0,0,0,11
"Marlboro CDP, New York: Summary level: 160, state:36> place:45700",3370,3240,2917,262,0,45,0,0,16,0,16,130
"Massapequa CDP, New York: Summary level: 160, state:36> place:45986",21877,20856,20538,14,31,172,0,0,101,45,56,1021
"Massapequa Park village, New York: Summary level: 160, state:36> place:45997",17065,15857,15406,26,0,273,0,12,140,36,104,1208
