,Total,Not Hispanic or Latino,Not Hispanic or Latino White alone,Not Hispanic or Latino Black or African American alone,Not Hispanic or Latino American Indian and Alaska Native alone,Not Hispanic or Latino Asian alone,Not Hispanic or Latino Native Hawaiian and Other Pacific Islander alone,Not Hispanic or Latino Some other race alone,Not Hispanic or Latino Two or more races,Not Hispanic or Latino Two or more races Two races including Some other race,"Not Hispanic or Latino Two or more races Two races excluding Some other race, and three or more",Hispanic or Latino
"Deposit village, New York: Summary level: 160, state:36> place:20346",1685,1607,1514,23,0,17,8,0,45,0,45,78
"Corinth village, New York: Summary level: 160, state:36> place:18212",2515,2435,2337,11,0,0,0,0,87,0,87,80
"North Ballston Spa CDP, New York: Summary level: 160, state:36> place:51467",1539,1519,1378,49,0,0,0,0,92,0,92,20
"East Greenbush CDP, New York: Summary level: 160, state:36> place:22106",4611,4569,4127,84,10,237,0,5,106,13,93,42
"Thornwood CDP, New York: Summary level: 160, state:36> place:73715",4103,3402,3103,156,0,102,0,26,15,15,0,701
"White Plains city, New York: Summary level: 160, state:36> place:81677",58040,39087,26964,6280,47,4527,0,283,986,74,912,18953
"Canajoharie village, New York: Summary level: 160, state:36> place:12111",1863,1797,1593,53,35,24,0,0,92,0,92,66
"Duane Lake CDP, New York: Summary level: 160, state:36> place:20989",260,211,200,11,0,0,0,0,0,0,0,49
"East Glenville CDP, New York: Summary level: 160, state:36> place:22084",6371,6105,5845,15,3,183,0,0,59,0,59,266
"Scotia village, New York: Summary level: 160, state:36> place:65893",7715,7269,6977,140,6,30,0,29,87,0,87,446
"Northville village, New York: Summary level: 160, state:36> place:53770",1212,1212,1207,5,0,0,0,0,0,0,0,0
"Cleveland village, New York: Summary level: 160, state:36> place:16188",679,679,671,0,0,0,0,0,8,0,8,0
"Mexico village, New York: Summary level: 160, state:36> place:46811",1569,1541,1458,5,1,0,0,23,54,0,54,28
"Monticello village, New York: Summary level: 160, state:36> place:48175",6476,4382,1756,1977,0,162,0,0,487,0,487,2094
"Goshen village, New York: Summary level: 160, state:36> place:29542",5354,4135,3818,87,0,190,0,0,40,7,33,1219
"Highland Falls village, New York: Summary level: 160, state:36> place:34495",3827,3313,2234,641,8,257,0,24,149,0,149,514
"Maybrook village, New York: Summary level: 160, state:36> place:46162",3368,2713,2086,509,6,28,6,0,78,13,65,655
"Lacona village, New York: Summary level: 160, state:36> place:40200",741,740,730,2,0,2,0,0,6,0,6,1
"Minetto CDP, New York: Summary level: 160, state:36> place:47680",1047,1024,1009,1,6,4,0,0,4,4,0,23
"Liberty village, New York: Summary level: 160, state:36> place:42224",4136,2854,2164,612,0,24,0,0,54,0,54,1282
"Monroe village, New York: Summary level: 160, state:36> place:47988",8578,6110,4929,482,92,315,0,44,248,0,248,2468
"Smallwood CDP, New York: Summary level: 160, state:36> place:67730",615,584,567,0,0,17,0,0,0,0,0,31
"Wurtsboro village, New York: Summary level: 160, state:36> place:83272",1104,993,898,76,0,2,0,0,17,0,17,111
"Montgomery village, New York: Summary level: 160, state:36> place:48142",4537,4178,3669,228,0,96,0,0,185,35,150,359
"Newburgh city, New York: Summary level: 160, state:36> place:50034",28282,13915,5698,6858,81,301,0,151,826,0,826,14367
"Unionville village, New York: Summary level: 160, state:36> place:76210",724,551,505,11,0,0,0,0,35,0,35,173
"Washington Heights CDP, New York: Summary level: 160, state:36> place:78421",2337,1540,668,569,0,150,0,0,153,0,153,797
"Verplanck CDP, New York: Summary level: 160, state:36> place:77211",1310,1189,1136,1,0,15,0,0,37,0,37,121
"Phoenicia CDP, New York: Summary level: 160, state:36> place:57650",249,249,249,0,0,0,0,0,0,0,0,0
"Athens village, New York: Summary level: 160, state:36> place:02902",1559,1551,1434,38,1,64,0,0,14,0,14,8
"Accord CDP, New York: Summary level: 160, state:36> place:00155",521,520,518,0,0,0,0,0,2,0,2,1
"Napanoch CDP, New York: Summary level: 160, state:36> place:49418",1004,966,937,0,0,10,0,0,19,0,19,38
"Head of the Harbor village, New York: Summary level: 160, state:36> place:32963",1463,1360,1187,76,0,60,0,19,18,5,13,103
"Saratoga Springs city, New York: Summary level: 160, state:36> place:65255",27772,26881,24911,541,0,1026,0,21,382,8,374,891
"Owego village, New York: Summary level: 160, state:36> place:55882",3827,3712,3497,34,11,99,0,0,71,0,71,115
"Fort Ann village, New York: Summary level: 160, state:36> place:26704",343,340,338,0,0,0,0,0,2,0,2,3
"Lake Success village, New York: Summary level: 160, state:36> place:40937",3102,2971,1375,239,15,1286,0,0,56,0,56,131
"Pottersville CDP, New York: Summary level: 160, state:36> place:59619",294,294,286,5,0,3,0,0,0,0,0,0
"Prattsburgh CDP, New York: Summary level: 160, state:36> place:59708",937,847,817,5,0,10,0,3,12,12,0,90
"Prattsville CDP, New York: Summary level: 160, state:36> place:59740",199,199,192,0,0,0,0,0,7,0,7,0
"Pultneyville CDP, New York: Summary level: 160, state:36> place:59993",660,660,660,0,0,0,0,0,0,0,0,0
"Retsof CDP, New York: Summary level: 160, state:36> place:61236",171,171,151,0,0,0,0,0,20,0,20,0
"Rhinecliff CDP, New York: Summary level: 160, state:36> place:61368",454,422,378,0,0,44,0,0,0,0,0,32
"Rodman CDP, New York: Summary level: 160, state:36> place:63330",182,182,178,0,0,4,0,0,0,0,0,0
"Romulus CDP, New York: Summary level: 160, state:36> place:63429",410,409,400,0,0,0,0,0,9,0,9,1
"Rosendale Hamlet CDP, New York: Summary level: 160, state:36> place:63742",1078,1045,997,9,0,23,0,0,16,0,16,33
"St. Regis Falls CDP, New York: Summary level: 160, state:36> place:64716",452,436,436,0,0,0,0,0,0,0,0,16
"Salisbury Mills CDP, New York: Summary level: 160, state:36> place:64859",305,305,295,0,0,0,0,10,0,0,0,0
"Salt Point CDP, New York: Summary level: 160, state:36> place:64892",147,147,147,0,0,0,0,0,0,0,0,0
"Sanborn CDP, New York: Summary level: 160, state:36> place:64958",1132,1129,1065,13,4,47,0,0,0,0,0,3
"Savannah CDP, New York: Summary level: 160, state:36> place:65332",596,539,458,1,7,0,0,0,73,0,73,57
"Schroon Lake CDP, New York: Summary level: 160, state:36> place:65640",699,699,693,2,2,0,0,0,2,0,2,0
"Scio CDP, New York: Summary level: 160, state:36> place:65761",595,590,572,1,0,0,0,2,15,0,15,5
"Rushford CDP, New York: Summary level: 160, state:36> place:64155",462,462,394,0,0,0,0,0,68,0,68,0
"Scottsburg CDP, New York: Summary level: 160, state:36> place:65926",99,99,99,0,0,0,0,0,0,0,0,0
"Smithville Flats CDP, New York: Summary level: 160, state:36> place:68088",365,365,365,0,0,0,0,0,0,0,0,0
"South Lima CDP, New York: Summary level: 160, state:36> place:69364",239,239,239,0,0,0,0,0,0,0,0,0
"Sparkill CDP, New York: Summary level: 160, state:36> place:70068",1785,1359,989,63,0,270,0,0,37,0,37,426
"Springwater Hamlet CDP, New York: Summary level: 160, state:36> place:70477",414,414,411,3,0,0,0,0,0,0,0,0
"Stony Brook University CDP, New York: Summary level: 160, state:36> place:71620",8938,8117,2855,740,13,3994,0,46,469,149,320,821
"Strykersville CDP, New York: Summary level: 160, state:36> place:71817",681,681,668,13,0,0,0,0,0,0,0,0
"Sunset Bay CDP, New York: Summary level: 160, state:36> place:72246",635,592,502,20,41,0,0,0,29,0,29,43
"SUNY Oswego CDP, New York: Summary level: 160, state:36> place:72327",3746,3340,2581,461,8,177,0,0,113,5,108,406
"Thousand Island Park CDP, New York: Summary level: 160, state:36> place:73726",64,64,64,0,0,0,0,0,0,0,0,0
"Three Mile Bay CDP, New York: Summary level: 160, state:36> place:73737",215,215,215,0,0,0,0,0,0,0,0,0
"Titusville CDP, New York: Summary level: 160, state:36> place:74017",562,416,416,0,0,0,0,0,0,0,0,146
"Tuscarora CDP, New York: Summary level: 160, state:36> place:75726",69,69,69,0,0,0,0,0,0,0,0,0
"University at Buffalo CDP, New York: Summary level: 160, state:36> place:76280",6173,5438,2951,744,0,1548,4,10,181,0,181,735
"Verona CDP, New York: Summary level: 160, state:36> place:77167",952,952,952,0,0,0,0,0,0,0,0,0
"Wadsworth CDP, New York: Summary level: 160, state:36> place:77783",341,341,341,0,0,0,0,0,0,0,0,0
"Wanakah CDP, New York: Summary level: 160, state:36> place:78124",2904,2866,2702,0,75,74,0,0,15,0,15,38
"Washington Mills CDP, New York: Summary level: 160, state:36> place:78454",1603,1469,1334,0,0,41,0,0,94,64,30,134
"Websters Crossing CDP, New York: Summary level: 160, state:36> place:78982",34,34,34,0,0,0,0,0,0,0,0,0
"West Chazy CDP, New York: Summary level: 160, state:36> place:79543",489,489,483,0,0,0,0,0,6,0,6,0
"Westmoreland CDP, New York: Summary level: 160, state:36> place:80522",787,787,521,0,0,102,0,0,164,0,164,0
"Bliss CDP, New York: Summary level: 160, state:36> place:06904",521,521,521,0,0,0,0,0,0,0,0,0
"Port Gibson CDP, New York: Summary level: 160, state:36> place:59322",373,373,316,5,0,0,0,0,52,0,52,0
"Busti CDP, New York: Summary level: 160, state:36> place:11440",334,334,334,0,0,0,0,0,0,0,0,0
"Byersville CDP, New York: Summary level: 160, state:36> place:11550",29,29,28,0,0,0,0,0,1,0,1,0
"Blodgett Mills CDP, New York: Summary level: 160, state:36> place:06937",236,218,218,0,0,0,0,0,0,0,0,18
"Bolton Landing CDP, New York: Summary level: 160, state:36> place:07245",507,470,418,52,0,0,0,0,0,0,0,37
"Breesport CDP, New York: Summary level: 160, state:36> place:08004",614,516,478,0,0,19,0,0,19,0,19,98
"Tuckahoe CDP, New York: Summary level: 160, state:36> place:75572",984,910,542,266,0,23,0,0,79,2,77,74
"Millport village, New York: Summary level: 160, state:36> place:47427",443,443,418,0,0,2,0,0,23,0,23,0
"Richville village, New York: Summary level: 160, state:36> place:61621",282,280,275,1,0,0,1,0,3,0,3,2
"Red Creek village, New York: Summary level: 160, state:36> place:60829",684,662,637,17,0,0,0,0,8,0,8,22
"Wolcott village, New York: Summary level: 160, state:36> place:82678",1694,1666,1579,48,0,0,0,3,36,0,36,28
"Wappingers Falls village, New York: Summary level: 160, state:36> place:78168",5663,4182,3333,476,0,320,0,30,23,0,23,1481
"Alexander village, New York: Summary level: 160, state:36> place:01154",589,579,563,8,0,0,0,8,0,0,0,10
"West Sayville CDP, New York: Summary level: 160, state:36> place:80885",4806,4585,4411,27,18,45,0,11,73,0,73,221
"Wheatley Heights CDP, New York: Summary level: 160, state:36> place:81419",4921,4203,977,2556,0,415,0,81,174,18,156,718
"Chappaqua CDP, New York: Summary level: 160, state:36> place:13805",1459,1459,1174,0,0,265,0,0,20,0,20,0
"Frankfort village, New York: Summary level: 160, state:36> place:27188",2376,2298,2197,23,13,4,15,0,46,0,46,78
"Ilion village, New York: Summary level: 160, state:36> place:37275",7852,7469,7122,168,5,34,0,0,140,11,129,383
"Kensington village, New York: Summary level: 160, state:36> place:39309",1184,1156,979,3,0,171,0,0,3,3,0,28
"Niagara Falls city, New York: Summary level: 160, state:36> place:51055",48661,46358,32594,10390,656,689,23,113,1893,15,1878,2303
"North Tonawanda city, New York: Summary level: 160, state:36> place:53682",30596,30011,28653,476,118,149,0,38,577,0,577,585
"Ransomville CDP, New York: Summary level: 160, state:36> place:60598",1601,1580,1532,22,0,0,0,0,26,0,26,21
"Hewlett Bay Park village, New York: Summary level: 160, state:36> place:34297",366,349,319,20,0,7,0,2,1,0,1,17
"Hewlett Harbor village, New York: Summary level: 160, state:36> place:34308",1090,1076,957,24,0,82,0,13,0,0,0,14
"Lake Placid village, New York: Summary level: 160, state:36> place:40761",2244,2202,2159,5,7,17,5,0,9,0,9,42
"Canandaigua city, New York: Summary level: 160, state:36> place:12144",10348,10124,9708,169,90,58,0,37,62,0,62,224
"Manchester village, New York: Summary level: 160, state:36> place:44853",1786,1742,1732,0,3,0,0,0,7,0,7,44
"Cato village, New York: Summary level: 160, state:36> place:12958",665,665,608,0,11,0,0,46,0,0,0,0
"Moravia village, New York: Summary level: 160, state:36> place:48296",1340,1325,1281,0,0,12,0,0,32,0,32,15
"East Williston village, New York: Summary level: 160, state:36> place:23217",2576,2405,2069,23,0,220,0,16,77,17,60,171
"Flower Hill village, New York: Summary level: 160, state:36> place:26352",4795,4472,3478,39,0,861,0,0,94,0,94,323
"Chaumont village, New York: Summary level: 160, state:36> place:14036",827,789,722,19,4,0,0,0,44,0,44,38
"Fort Drum CDP, New York: Summary level: 160, state:36> place:26759",13109,9929,6749,1810,72,267,162,30,839,40,799,3180
"Mannsville village, New York: Summary level: 160, state:36> place:45073",351,351,325,24,0,0,0,0,2,0,2,0
"Nelliston village, New York: Summary level: 160, state:36> place:49748",565,548,482,0,0,59,0,0,7,3,4,17
"Firthcliffe CDP, New York: Summary level: 160, state:36> place:25857",5178,4674,4400,125,0,38,0,1,110,0,110,504
"Seaford CDP, New York: Summary level: 160, state:36> place:66058",15113,14232,13890,6,0,316,0,0,20,0,20,881
"Wyoming village, New York: Summary level: 160, state:36> place:83371",383,381,381,0,0,0,0,0,0,0,0,2
"Brewster Hill CDP, New York: Summary level: 160, state:36> place:08092",1945,1683,1441,0,0,151,0,0,91,0,91,262
"Hammond village, New York: Summary level: 160, state:36> place:31830",242,241,229,5,0,0,0,0,7,0,7,1
"Harrisville village, New York: Summary level: 160, state:36> place:32424",613,613,610,0,3,0,0,0,0,0,0,0
"Clinton village, New York: Summary level: 160, state:36> place:16419",1636,1564,1484,2,0,23,0,12,43,0,43,72
"Alden village, New York: Summary level: 160, state:36> place:01088",2580,2574,2505,23,16,0,12,0,18,0,18,6
"Sodus Point village, New York: Summary level: 160, state:36> place:68242",893,886,800,35,0,5,0,10,36,0,36,7
"Hillside Lake CDP, New York: Summary level: 160, state:36> place:34803",1045,931,852,0,0,15,0,13,51,0,51,114
"Churchville village, New York: Summary level: 160, state:36> place:15638",2230,2152,2091,21,0,0,0,0,40,0,40,78
"West Nyack CDP, New York: Summary level: 160, state:36> place:80599",3876,3341,2927,26,0,329,0,0,59,0,59,535
"Cold Brook village, New York: Summary level: 160, state:36> place:16815",344,330,326,0,0,0,0,0,4,0,4,14
"Chatham village, New York: Summary level: 160, state:36> place:14003",1655,1587,1488,59,0,18,0,0,22,0,22,68
"Spencerport village, New York: Summary level: 160, state:36> place:70189",3620,3600,3424,20,0,21,0,51,84,12,72,20
"Sayville CDP, New York: Summary level: 160, state:36> place:65409",16007,15284,14466,129,0,400,31,0,258,0,258,723
"Wading River CDP, New York: Summary level: 160, state:36> place:77772",8034,7549,7264,182,0,78,0,5,20,0,20,485
"Argyle village, New York: Summary level: 160, state:36> place:02550",555,542,511,5,9,0,0,2,15,0,15,13
"Northampton CDP, New York: Summary level: 160, state:36> place:51418",603,421,236,129,0,13,0,0,43,0,43,182
"Allegany village, New York: Summary level: 160, state:36> place:01286",1922,1894,1767,44,0,44,0,0,39,3,36,28
"Sag Harbor village, New York: Summary level: 160, state:36> place:64485",2184,1909,1749,70,0,60,0,7,23,6,17,275
"Franklinville village, New York: Summary level: 160, state:36> place:27331",1575,1505,1456,7,0,15,0,0,27,0,27,70
"Hillside CDP, New York: Summary level: 160, state:36> place:34786",831,791,776,15,0,0,0,0,0,0,0,40
"North Collins village, New York: Summary level: 160, state:36> place:51792",1226,1195,1088,26,30,19,0,3,29,0,29,31
"East Atlantic Beach CDP, New York: Summary level: 160, state:36> place:21578",1971,1803,1770,0,0,17,0,0,16,0,16,168
"Malverne Park Oaks CDP, New York: Summary level: 160, state:36> place:44792",458,338,275,0,0,63,0,0,0,0,0,120
"Oceanside CDP, New York: Summary level: 160, state:36> place:54441",31185,27637,26493,231,98,705,5,17,88,26,62,3548
"Adams village, New York: Summary level: 160, state:36> place:00199",1661,1583,1499,0,5,11,0,0,68,0,68,78
"Ellisburg village, New York: Summary level: 160, state:36> place:24075",241,228,219,1,0,3,0,0,5,0,5,13
"Philadelphia village, New York: Summary level: 160, state:36> place:57551",1115,1039,919,51,0,0,0,3,66,0,66,76
"Hobart village, New York: Summary level: 160, state:36> place:34979",453,453,433,7,0,11,0,0,2,0,2,0
"Theresa village, New York: Summary level: 160, state:36> place:73517",679,622,575,7,13,12,0,0,15,0,15,57
"Watertown city, New York: Summary level: 160, state:36> place:78608",26057,24050,20601,1944,221,338,46,29,871,0,871,2007
"Morris village, New York: Summary level: 160, state:36> place:48483",537,523,520,0,0,0,0,0,3,0,3,14
"Otego village, New York: Summary level: 160, state:36> place:55618",917,915,863,2,0,7,0,0,43,0,43,2
"Castleton-on-Hudson village, New York: Summary level: 160, state:36> place:12870",1393,1321,1292,5,0,0,0,0,24,0,24,72
"Hampton Manor CDP, New York: Summary level: 160, state:36> place:31918",2235,2174,1862,110,19,74,0,0,109,0,109,61
"Poestenkill CDP, New York: Summary level: 160, state:36> place:58794",893,893,887,0,6,0,0,0,0,0,0,0
"Windham CDP, New York: Summary level: 160, state:36> place:82469",287,285,285,0,0,0,0,0,0,0,0,2
"Wilson village, New York: Summary level: 160, state:36> place:82359",1099,1099,1069,5,4,7,0,3,11,0,11,0
"Mariaville Lake CDP, New York: Summary level: 160, state:36> place:45573",370,370,341,0,0,11,0,0,18,0,18,0
"Altona CDP, New York: Summary level: 160, state:36> place:01572",759,627,395,219,3,3,0,0,7,0,7,132
"Parc CDP, New York: Summary level: 160, state:36> place:56291",240,206,160,37,0,0,0,0,9,0,9,34
"Brewster village, New York: Summary level: 160, state:36> place:08070",2087,857,650,114,0,42,0,0,51,0,51,1230
"Afton village, New York: Summary level: 160, state:36> place:00342",986,938,895,7,17,7,0,0,12,0,12,48
"Smyrna village, New York: Summary level: 160, state:36> place:68099",230,230,211,19,0,0,0,0,0,0,0,0
"Oneida city, New York: Summary level: 160, state:36> place:54837",10980,10647,10030,219,263,46,73,0,16,0,16,333
"Sea Cliff village, New York: Summary level: 160, state:36> place:66047",5051,4593,4405,72,0,18,0,0,98,31,67,458
"Valley Stream village, New York: Summary level: 160, state:36> place:76705",37609,28993,11655,9838,0,5704,0,426,1370,510,860,8616
"Cazenovia village, New York: Summary level: 160, state:36> place:13145",2853,2693,2394,222,21,45,0,0,11,0,11,160
"Earlville village, New York: Summary level: 160, state:36> place:21523",1153,1135,1104,0,0,0,0,24,7,0,7,18
"Cortland city, New York: Summary level: 160, state:36> place:18388",18828,18242,17211,384,0,39,0,78,530,0,530,586
"Albertson CDP, New York: Summary level: 160, state:36> place:01011",5254,4759,3353,1,55,1246,0,0,104,0,104,495
"Bath village, New York: Summary level: 160, state:36> place:04759",5572,5454,5035,273,3,70,0,0,73,0,73,118
"South Corning village, New York: Summary level: 160, state:36> place:68847",1157,1144,999,117,0,16,0,0,12,0,12,13
"Wayland village, New York: Summary level: 160, state:36> place:78850",1810,1780,1738,11,0,0,0,3,28,0,28,30
"Tully village, New York: Summary level: 160, state:36> place:75627",1057,995,937,23,30,5,0,0,0,0,0,62
"Marcellus village, New York: Summary level: 160, state:36> place:45480",1893,1872,1799,15,7,46,0,0,5,5,0,21
"Syracuse city, New York: Summary level: 160, state:36> place:73000",143293,129904,71674,40798,1091,9669,35,426,6211,156,6055,13389
"Warsaw village, New York: Summary level: 160, state:36> place:78333",3300,3245,2973,84,0,12,0,0,176,0,176,55
"Cohocton village, New York: Summary level: 160, state:36> place:16727",899,897,841,2,0,0,0,0,54,0,54,2
"Hammondsport village, New York: Summary level: 160, state:36> place:31852",492,474,444,4,0,0,0,0,26,0,26,18
"Northeast Ithaca CDP, New York: Summary level: 160, state:36> place:51915",2881,2789,1737,75,0,853,0,1,123,0,123,92
"Schenectady city, New York: Summary level: 160, state:36> place:65508",65482,58696,35080,12645,268,4113,57,2999,3534,775,2759,6786
"Fulton city, New York: Summary level: 160, state:36> place:27815",11419,11115,10917,26,57,21,0,0,94,0,94,304
"Hannibal village, New York: Summary level: 160, state:36> place:32017",511,499,493,0,0,0,0,0,6,0,6,12
"Jeffersonville village, New York: Summary level: 160, state:36> place:38506",363,335,300,4,0,23,0,0,8,0,8,28
"Livingston Manor CDP, New York: Summary level: 160, state:36> place:42928",1223,1071,793,0,0,6,0,214,58,0,58,152
"Dresden village, New York: Summary level: 160, state:36> place:20896",331,311,311,0,0,0,0,0,0,0,0,20
"Whitehall village, New York: Summary level: 160, state:36> place:81622",2274,2246,2234,0,0,0,0,0,12,0,12,28
"Nesconset CDP, New York: Summary level: 160, state:36> place:49825",13893,12875,12157,154,0,444,0,0,120,57,63,1018
"New Suffolk CDP, New York: Summary level: 160, state:36> place:50727",212,212,202,10,0,0,0,0,0,0,0,0
"North Amityville CDP, New York: Summary level: 160, state:36> place:51396",18817,12371,1245,10378,0,349,0,145,254,10,244,6446
"Roslyn village, New York: Summary level: 160, state:36> place:63770",2852,2632,2190,16,0,377,0,31,18,18,0,220
"Dansville village, New York: Summary level: 160, state:36> place:19664",4572,4502,4307,61,0,1,0,47,86,0,86,70
"Nunda village, New York: Summary level: 160, state:36> place:54078",1231,1215,1178,26,0,8,0,0,3,0,3,16
"Leeds CDP, New York: Summary level: 160, state:36> place:41784",433,433,433,0,0,0,0,0,0,0,0,0
"Fairview CDP (Westchester County), New York: Summary level: 160, state:36> place:25120",3194,2421,290,2055,0,22,0,23,31,0,31,773
"Coxsackie village, New York: Summary level: 160, state:36> place:18718",2685,2636,2535,70,0,22,0,0,9,0,9,49
"Hunter village, New York: Summary level: 160, state:36> place:36167",478,478,463,8,0,0,0,0,7,0,7,0
"Glasco CDP, New York: Summary level: 160, state:36> place:29014",2615,2385,2234,20,25,68,0,0,38,0,38,230
"Kingston city, New York: Summary level: 160, state:36> place:39727",23210,19843,14527,3571,29,697,0,31,988,4,984,3367
"Plattekill CDP, New York: Summary level: 160, state:36> place:58541",969,649,428,132,0,0,0,89,0,0,0,320
"Natural Bridge CDP, New York: Summary level: 160, state:36> place:49605",306,306,306,0,0,0,0,0,0,0,0,0
"Laurens village, New York: Summary level: 160, state:36> place:41520",180,174,167,5,0,0,0,2,0,0,0,6
"Ellenville village, New York: Summary level: 160, state:36> place:23965",4043,2690,1930,329,1,276,0,15,139,0,139,1353
"Gardiner CDP, New York: Summary level: 160, state:36> place:28244",698,698,631,0,0,0,0,0,67,0,67,0
"Hurley CDP, New York: Summary level: 160, state:36> place:37132",3152,3028,2803,94,5,50,0,15,61,0,61,124
"Shokan CDP, New York: Summary level: 160, state:36> place:67081",1200,1173,1098,0,19,21,0,0,35,0,35,27
"Zena CDP, New York: Summary level: 160, state:36> place:84187",1119,1065,956,18,0,54,0,0,37,0,37,54
"Averill Park CDP, New York: Summary level: 160, state:36> place:03320",1330,1219,1219,0,0,0,0,0,0,0,0,111
"Rensselaer city, New York: Summary level: 160, state:36> place:61148",9290,8603,6886,489,9,649,0,7,563,1,562,687
"Oxford village, New York: Summary level: 160, state:36> place:55948",1430,1334,1284,37,0,0,0,5,8,0,8,96
"Bayville village, New York: Summary level: 160, state:36> place:05034",6708,6329,6044,19,30,67,0,9,160,9,151,379
"Bethpage CDP, New York: Summary level: 160, state:36> place:06387",17215,15561,13995,157,0,1320,0,21,68,0,68,1654
"Carle Place CDP, New York: Summary level: 160, state:36> place:12419",4867,4029,3302,45,0,600,0,0,82,30,52,838
"Rifton CDP, New York: Summary level: 160, state:36> place:61797",231,231,231,0,0,0,0,0,0,0,0,0
"Saugerties village, New York: Summary level: 160, state:36> place:65288",3872,3419,3329,37,0,0,0,6,47,0,47,453
"Walker Valley CDP, New York: Summary level: 160, state:36> place:77948",1215,1215,1215,0,0,0,0,0,0,0,0,0
"Geneva city, New York: Summary level: 160, state:36> place:28640",12888,10816,8766,1169,39,479,0,0,363,29,334,2072
"Bolivar village, New York: Summary level: 160, state:36> place:07190",965,965,929,1,15,13,0,0,7,0,7,0
"Cuba village, New York: Summary level: 160, state:36> place:19356",1534,1490,1472,6,0,0,0,0,12,0,12,44
"Wellsville village, New York: Summary level: 160, state:36> place:79092",4466,4432,4327,57,0,6,0,0,42,0,42,34
"Green Island village, New York: Summary level: 160, state:36> place:30521",2591,2383,2122,116,0,36,0,0,109,0,109,208
"Sloan village, New York: Summary level: 160, state:36> place:67686",3584,3491,3166,178,0,117,0,0,30,0,30,93
"Aurora village, New York: Summary level: 160, state:36> place:03188",655,597,491,46,0,21,0,0,39,0,39,58
"Cayuga village, New York: Summary level: 160, state:36> place:13068",489,485,473,5,2,0,0,1,4,0,4,4
"Weedsport village, New York: Summary level: 160, state:36> place:79015",1846,1791,1722,19,3,30,0,0,17,0,17,55
"Mooers CDP, New York: Summary level: 160, state:36> place:48241",420,401,401,0,0,0,0,0,0,0,0,19
"Lakeland CDP, New York: Summary level: 160, state:36> place:40607",2517,2490,2382,81,0,8,0,0,19,0,19,27
"Skaneateles village, New York: Summary level: 160, state:36> place:67510",2411,2403,2337,0,0,20,0,0,46,0,46,8
"Warrensburg CDP, New York: Summary level: 160, state:36> place:78289",3193,3021,3007,6,0,0,0,0,8,0,8,172
"Little Falls city, New York: Summary level: 160, state:36> place:42741",4735,4563,4465,36,11,42,0,0,9,0,9,172
"Newport village, New York: Summary level: 160, state:36> place:50573",531,529,504,22,0,0,0,0,3,3,0,2
"Copake Lake CDP, New York: Summary level: 160, state:36> place:18124",580,570,562,0,0,0,0,0,8,0,8,10
"Granville village, New York: Summary level: 160, state:36> place:30026",2450,2403,2276,0,7,91,0,12,17,0,17,47
"Victory village, New York: Summary level: 160, state:36> place:77431",604,586,562,10,0,0,0,0,14,0,14,18
"Bay Shore CDP, New York: Summary level: 160, state:36> place:04935",30685,18207,10539,5983,1,1121,0,75,488,103,385,12478
"Calverton CDP, New York: Summary level: 160, state:36> place:11781",7154,6281,5134,813,0,227,0,0,107,0,107,873
"Commack CDP, New York: Summary level: 160, state:36> place:17530",36936,34637,31657,559,0,1736,0,157,528,9,519,2299
"Dering Harbor village, New York: Summary level: 160, state:36> place:20379",0,0,0,0,0,0,0,0,0,0,0,0
"East Hampton village, New York: Summary level: 160, state:36> place:22183",1034,971,890,15,0,14,0,8,44,6,38,63
"Islandia village, New York: Summary level: 160, state:36> place:37840",3345,2347,1474,351,0,334,0,150,38,0,38,998
"Lake Grove village, New York: Summary level: 160, state:36> place:40530",11130,10224,9045,150,0,756,0,132,141,38,103,906
"Laurel CDP, New York: Summary level: 160, state:36> place:41465",1080,807,790,10,0,0,0,0,7,7,0,273
"Middle Island CDP, New York: Summary level: 160, state:36> place:46976",10216,8923,7295,1196,6,298,0,28,100,25,75,1293
"North Babylon CDP, New York: Summary level: 160, state:36> place:51440",16739,13958,12054,1104,21,423,0,23,333,62,271,2781
"North Bellport CDP, New York: Summary level: 160, state:36> place:51528",11593,7720,4477,2809,0,239,0,0,195,0,195,3873
"Ocean Beach village, New York: Summary level: 160, state:36> place:54430",24,24,24,0,0,0,0,0,0,0,0,0
"Endicott village, New York: Summary level: 160, state:36> place:24515",12872,12241,10330,1169,35,244,0,0,463,6,457,631
"Endwell CDP, New York: Summary level: 160, state:36> place:24526",11641,11221,10774,131,0,256,0,7,53,0,53,420
"Amenia CDP, New York: Summary level: 160, state:36> place:01682",1107,1023,918,47,0,0,0,29,29,0,29,84
"Brinckerhoff CDP, New York: Summary level: 160, state:36> place:08334",2430,2187,1815,177,0,132,0,9,54,0,54,243
"Dover Plains CDP, New York: Summary level: 160, state:36> place:20841",1016,731,679,8,0,44,0,0,0,0,0,285
"Fairview CDP (Dutchess County), New York: Summary level: 160, state:36> place:25109",5332,4602,3451,796,54,122,0,38,141,11,130,730
"Millerton village, New York: Summary level: 160, state:36> place:47361",871,781,649,36,0,62,0,0,34,0,34,90
"Staatsburg CDP, New York: Summary level: 160, state:36> place:70552",403,394,374,0,0,9,0,11,0,0,0,9
"Avon village, New York: Summary level: 160, state:36> place:03353",3261,3179,3002,11,0,30,0,0,136,0,136,82
"Mattituck CDP, New York: Summary level: 160, state:36> place:46140",4704,4488,4413,0,0,22,0,0,53,0,53,216
