,Median gross rent,Median INC adjusted to year,Per capita income adjusted to year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
"Phoenicia CDP, New York: Summary level: 160, state:36> place:57650",1085,35972,27012,183,13,24,9,8,0,27,27,26,0,28,21,0,0,0,0,0
"Athens village, New York: Summary level: 160, state:36> place:02902",834,52143,30215,644,49,41,34,25,47,40,29,25,14,63,59,78,44,29,40,27
"Accord CDP, New York: Summary level: 160, state:36> place:00155",791,-666666666,28569,182,0,0,19,0,0,16,20,0,44,5,0,8,11,31,28,0
"Napanoch CDP, New York: Summary level: 160, state:36> place:49418",814,46146,34166,464,10,8,37,0,23,43,19,81,24,23,47,31,39,36,34,9
"Head of the Harbor village, New York: Summary level: 160, state:36> place:32963",2000,159464,91645,479,2,9,34,4,7,19,6,5,0,19,19,15,26,38,61,215
"Saratoga Springs city, New York: Summary level: 160, state:36> place:65255",1200,78402,50775,12393,244,573,510,322,494,537,320,386,434,1028,1007,1716,1369,969,1012,1472
"Owego village, New York: Summary level: 160, state:36> place:55882",677,46333,26638,1703,198,195,123,19,61,101,61,37,135,120,172,187,129,62,64,39
"Fort Ann village, New York: Summary level: 160, state:36> place:26704",850,60000,27854,140,0,1,13,9,6,14,10,4,5,8,16,24,18,5,7,0
"Lake Success village, New York: Summary level: 160, state:36> place:40937",3501,190500,72458,766,19,0,16,0,12,14,3,6,0,29,47,23,67,73,86,371
"Pottersville CDP, New York: Summary level: 160, state:36> place:59619",-666666666,-666666666,29099,148,0,40,3,0,0,0,9,11,8,15,0,37,25,0,0,0
"Prattsburgh CDP, New York: Summary level: 160, state:36> place:59708",588,46364,17179,304,4,13,13,18,5,57,6,24,41,54,20,28,5,0,16,0
"Prattsville CDP, New York: Summary level: 160, state:36> place:59740",384,36250,24910,92,13,2,9,7,7,3,10,13,0,13,6,0,0,6,0,3
"Pultneyville CDP, New York: Summary level: 160, state:36> place:59993",-666666666,61094,34324,257,0,0,0,20,8,20,0,26,7,44,12,60,16,10,20,14
"Retsof CDP, New York: Summary level: 160, state:36> place:61236",-666666666,54318,22675,60,0,0,0,0,7,6,9,0,0,11,0,17,10,0,0,0
"Rhinecliff CDP, New York: Summary level: 160, state:36> place:61368",2344,135441,48300,132,0,0,0,0,0,2,0,0,17,0,15,20,9,21,0,48
"Rodman CDP, New York: Summary level: 160, state:36> place:63330",-666666666,52813,28396,71,0,3,0,0,3,11,0,4,14,4,3,13,0,7,9,0
"Romulus CDP, New York: Summary level: 160, state:36> place:63429",844,45000,17374,148,4,12,3,9,0,15,14,17,23,0,11,40,0,0,0,0
"Rosendale Hamlet CDP, New York: Summary level: 160, state:36> place:63742",912,48929,31515,506,43,59,35,0,0,30,7,52,33,48,46,67,8,42,24,12
"St. Regis Falls CDP, New York: Summary level: 160, state:36> place:64716",860,48750,21014,176,3,38,4,26,7,0,3,4,6,8,36,21,9,7,0,4
"Salisbury Mills CDP, New York: Summary level: 160, state:36> place:64859",-666666666,115536,42488,73,0,0,0,0,0,0,0,0,0,0,7,18,17,0,14,17
"Salt Point CDP, New York: Summary level: 160, state:36> place:64892",-666666666,80391,30179,55,0,0,19,0,0,0,0,0,0,0,6,16,4,5,5,0
"Sanborn CDP, New York: Summary level: 160, state:36> place:64958",775,51649,29086,549,25,15,52,0,24,53,26,12,22,75,118,40,53,22,12,0
"Savannah CDP, New York: Summary level: 160, state:36> place:65332",668,52292,21420,195,4,21,11,11,18,3,14,0,10,27,26,24,5,6,7,8
"Schroon Lake CDP, New York: Summary level: 160, state:36> place:65640",625,40682,29823,304,23,13,19,16,22,44,12,15,16,5,38,33,0,9,28,11
"Scio CDP, New York: Summary level: 160, state:36> place:65761",728,61607,24342,255,15,10,4,17,7,20,11,23,0,16,56,58,15,0,3,0
"Rushford CDP, New York: Summary level: 160, state:36> place:64155",770,42212,18313,177,15,18,0,15,10,13,6,20,9,20,28,13,0,3,7,0
"Scottsburg CDP, New York: Summary level: 160, state:36> place:65926",-666666666,57188,24115,33,0,0,0,0,0,3,6,0,4,4,6,8,0,0,2,0
"Smithville Flats CDP, New York: Summary level: 160, state:36> place:68088",430,53000,27855,152,23,0,6,3,19,3,21,0,0,14,13,19,28,0,0,3
"South Lima CDP, New York: Summary level: 160, state:36> place:69364",-666666666,71731,37650,104,0,0,0,0,0,17,18,0,8,0,13,9,12,15,12,0
"Sparkill CDP, New York: Summary level: 160, state:36> place:70068",-666666666,117273,44029,560,9,15,33,0,12,11,0,0,10,50,0,67,101,44,61,147
"Springwater Hamlet CDP, New York: Summary level: 160, state:36> place:70477",1044,40500,19821,156,5,15,5,4,15,6,27,10,0,5,22,32,10,0,0,0
"Stony Brook University CDP, New York: Summary level: 160, state:36> place:71620",-666666666,121563,5264,17,0,0,0,4,0,0,0,0,0,2,0,0,4,0,4,3
"Strykersville CDP, New York: Summary level: 160, state:36> place:71817",855,64079,29112,282,4,6,15,14,0,15,0,23,28,20,41,65,36,8,4,3
"Sunset Bay CDP, New York: Summary level: 160, state:36> place:72246",799,82586,32867,254,0,0,0,0,20,9,21,15,10,0,36,70,51,11,11,0
"SUNY Oswego CDP, New York: Summary level: 160, state:36> place:72327",-666666666,-666666666,7406,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thousand Island Park CDP, New York: Summary level: 160, state:36> place:73726",-666666666,41964,26136,39,5,0,0,4,0,5,0,7,0,0,18,0,0,0,0,0
"Three Mile Bay CDP, New York: Summary level: 160, state:36> place:73737",-666666666,-666666666,20823,100,13,14,16,0,0,0,0,0,20,15,0,17,0,5,0,0
"Titusville CDP, New York: Summary level: 160, state:36> place:74017",-666666666,78625,51134,269,8,0,0,0,0,13,0,12,12,11,61,33,43,20,21,35
"Tuscarora CDP, New York: Summary level: 160, state:36> place:75726",-666666666,-666666666,25738,27,0,0,0,0,0,0,0,0,0,13,14,0,0,0,0,0
"University at Buffalo CDP, New York: Summary level: 160, state:36> place:76280",1274,-666666666,3759,95,51,0,18,7,0,4,0,15,0,0,0,0,0,0,0,0
"Verona CDP, New York: Summary level: 160, state:36> place:77167",717,46895,19583,351,14,15,0,42,18,14,21,28,46,47,19,44,43,0,0,0
"Wadsworth CDP, New York: Summary level: 160, state:36> place:77783",-666666666,-666666666,28979,123,0,0,0,21,16,0,0,10,10,21,0,0,26,0,10,9
"Wanakah CDP, New York: Summary level: 160, state:36> place:78124",881,66641,37547,1275,72,53,0,61,16,47,134,70,60,43,127,161,134,161,69,67
"Washington Mills CDP, New York: Summary level: 160, state:36> place:78454",1072,57734,30019,725,24,0,0,70,38,72,11,18,33,140,73,124,65,30,27,0
"Websters Crossing CDP, New York: Summary level: 160, state:36> place:78982",-666666666,-666666666,13350,14,0,5,0,0,4,0,0,0,0,5,0,0,0,0,0,0
"West Chazy CDP, New York: Summary level: 160, state:36> place:79543",781,39759,24953,233,0,8,14,7,36,0,57,9,14,0,27,36,25,0,0,0
"Westmoreland CDP, New York: Summary level: 160, state:36> place:80522",-666666666,70156,25536,318,0,0,0,102,0,0,0,0,0,49,23,43,84,0,17,0
"Bliss CDP, New York: Summary level: 160, state:36> place:06904",-666666666,66429,34293,210,3,2,16,5,0,13,17,6,12,13,28,50,23,11,8,3
"Port Gibson CDP, New York: Summary level: 160, state:36> place:59322",-666666666,63333,28249,162,0,27,10,0,0,13,0,10,18,0,9,52,0,12,11,0
"Busti CDP, New York: Summary level: 160, state:36> place:11440",-666666666,63594,20732,99,0,0,8,10,0,0,19,0,0,9,16,10,15,0,12,0
"Byersville CDP, New York: Summary level: 160, state:36> place:11550",-666666666,69063,34938,17,0,0,6,0,0,0,0,0,0,0,7,0,0,4,0,0
"Blodgett Mills CDP, New York: Summary level: 160, state:36> place:06937",-666666666,76250,37559,110,0,0,0,0,35,0,0,0,0,6,5,33,0,17,14,0
"Bolton Landing CDP, New York: Summary level: 160, state:36> place:07245",850,36364,29798,254,0,43,6,37,29,0,22,31,0,5,0,63,3,0,0,15
"Breesport CDP, New York: Summary level: 160, state:36> place:08004",-666666666,74667,30313,222,0,0,0,28,19,0,0,22,0,15,29,35,14,14,46,0
"Tuckahoe CDP, New York: Summary level: 160, state:36> place:75572",948,64886,42144,365,37,30,0,0,10,23,11,14,0,47,37,19,32,41,26,38
"Millport village, New York: Summary level: 160, state:36> place:47427",900,36250,16409,152,26,6,13,8,11,11,5,7,6,10,5,36,4,4,0,0
"Richville village, New York: Summary level: 160, state:36> place:61621",725,42344,23051,109,1,13,13,8,2,7,3,11,2,3,12,22,1,6,2,3
"Red Creek village, New York: Summary level: 160, state:36> place:60829",582,36397,17059,215,24,5,10,8,8,43,21,5,3,8,34,15,19,3,3,6
"Wolcott village, New York: Summary level: 160, state:36> place:82678",557,32857,19554,726,72,86,63,40,76,50,49,16,37,53,84,25,30,6,39,0
"Wappingers Falls village, New York: Summary level: 160, state:36> place:78168",1326,59167,29786,2098,102,65,96,72,221,129,26,94,82,191,265,257,275,62,84,77
"Alexander village, New York: Summary level: 160, state:36> place:01154",644,70156,29093,236,13,3,6,11,11,8,14,12,6,20,61,31,16,10,9,5
"West Sayville CDP, New York: Summary level: 160, state:36> place:80885",1554,103676,40092,1604,56,17,76,55,19,53,61,46,28,44,158,167,184,135,268,237
"Wheatley Heights CDP, New York: Summary level: 160, state:36> place:81419",1314,117692,36776,1300,36,34,25,42,37,44,44,35,12,48,68,124,146,114,233,258
"Chappaqua CDP, New York: Summary level: 160, state:36> place:13805",2694,218803,84129,523,0,0,0,20,12,0,20,0,0,19,30,0,25,51,47,299
"Frankfort village, New York: Summary level: 160, state:36> place:27188",620,51250,25234,940,47,43,33,38,56,79,44,44,73,55,148,144,87,44,0,5
"Ilion village, New York: Summary level: 160, state:36> place:37275",630,48963,23792,3094,192,296,134,206,286,42,81,224,120,124,402,466,298,138,63,22
"Kensington village, New York: Summary level: 160, state:36> place:39309",2583,171250,92917,421,21,6,5,8,6,6,25,0,6,12,23,28,16,11,73,175
"Niagara Falls city, New York: Summary level: 160, state:36> place:51055",665,35377,23300,21474,2397,2232,1572,1800,1414,1237,1002,991,860,1418,1850,2139,1116,521,573,352
"North Tonawanda city, New York: Summary level: 160, state:36> place:53682",689,56737,30674,13645,734,621,521,721,745,738,635,576,610,1336,1683,1944,1154,724,633,270
"Ransomville CDP, New York: Summary level: 160, state:36> place:60598",1129,82708,32873,562,0,10,14,8,19,64,21,34,0,11,62,79,91,86,17,46
"Hewlett Bay Park village, New York: Summary level: 160, state:36> place:34297",-666666666,239250,157506,133,2,0,0,2,0,0,1,4,0,0,2,5,2,11,22,82
"Hewlett Harbor village, New York: Summary level: 160, state:36> place:34308",-666666666,249583,113252,378,15,0,0,0,9,0,12,8,11,7,12,20,36,6,32,210
"Lake Placid village, New York: Summary level: 160, state:36> place:40761",907,58824,25822,940,58,49,139,7,72,0,31,37,3,82,180,105,113,48,7,9
"Canandaigua city, New York: Summary level: 160, state:36> place:12144",839,49198,37833,4792,214,268,267,219,223,345,381,241,289,361,389,524,347,224,232,268
"Manchester village, New York: Summary level: 160, state:36> place:44853",901,55435,26544,742,10,22,13,52,38,31,57,37,75,69,118,107,61,35,10,7
"Cato village, New York: Summary level: 160, state:36> place:12958",745,55288,23680,233,16,5,5,9,5,4,16,19,26,32,23,18,29,20,4,2
"Moravia village, New York: Summary level: 160, state:36> place:48296",623,47115,24394,572,47,34,35,33,38,36,30,22,22,39,70,74,28,51,9,4
"East Williston village, New York: Summary level: 160, state:36> place:23217",-666666666,176328,81701,801,11,25,12,9,0,5,7,11,0,41,34,36,84,52,152,322
"Flower Hill village, New York: Summary level: 160, state:36> place:26352",1818,185341,91282,1571,36,37,8,0,34,24,14,50,0,27,122,105,82,92,254,686
"Chaumont village, New York: Summary level: 160, state:36> place:14036",813,59107,25613,267,4,8,14,14,12,13,6,27,18,20,13,31,36,33,11,7
"Fort Drum CDP, New York: Summary level: 160, state:36> place:26759",1422,45032,19446,3248,188,43,89,167,279,302,273,282,114,435,412,379,158,106,9,12
"Mannsville village, New York: Summary level: 160, state:36> place:45073",840,64375,27351,122,0,2,0,2,4,9,9,8,3,21,16,16,12,9,11,0
"Nelliston village, New York: Summary level: 160, state:36> place:49748",732,51346,21161,218,2,10,21,20,5,26,7,10,1,39,32,21,12,6,6,0
"Firthcliffe CDP, New York: Summary level: 160, state:36> place:25857",1393,76439,39693,2012,50,27,85,65,42,85,27,121,93,154,238,313,174,182,142,214
"Seaford CDP, New York: Summary level: 160, state:36> place:66058",2034,127515,50629,5083,103,24,40,104,55,16,93,66,107,199,349,618,725,571,804,1209
"Wyoming village, New York: Summary level: 160, state:36> place:83371",500,60250,26684,153,6,14,2,3,9,10,3,7,5,17,17,26,22,7,3,2
"Brewster Hill CDP, New York: Summary level: 160, state:36> place:08092",-666666666,76446,35478,738,0,0,50,28,15,63,39,0,15,60,29,173,140,35,44,47
"Hammond village, New York: Summary level: 160, state:36> place:31830",563,31528,18679,107,11,14,11,2,10,13,7,4,6,5,5,8,4,4,1,2
"Harrisville village, New York: Summary level: 160, state:36> place:32424",530,57500,24402,232,15,25,13,8,7,0,5,24,7,20,26,66,8,0,5,3
"Clinton village, New York: Summary level: 160, state:36> place:16419",945,76827,47808,727,13,11,29,20,26,31,10,50,23,93,48,92,110,34,60,77
"Alden village, New York: Summary level: 160, state:36> place:01088",744,60063,32277,1173,76,25,73,56,35,86,52,38,41,104,151,144,128,82,63,19
"Sodus Point village, New York: Summary level: 160, state:36> place:68242",903,48947,33830,462,14,25,20,38,19,35,37,23,28,25,58,38,35,40,17,10
"Hillside Lake CDP, New York: Summary level: 160, state:36> place:34803",-666666666,108494,45168,339,0,16,0,41,0,0,11,0,10,11,16,43,100,38,33,20
"Churchville village, New York: Summary level: 160, state:36> place:15638",1035,64531,31727,911,0,16,62,34,83,33,24,59,4,90,121,154,99,59,42,31
"West Nyack CDP, New York: Summary level: 160, state:36> place:80599",876,146333,58063,1470,56,16,50,19,18,0,0,52,16,102,76,104,163,86,387,325
"Cold Brook village, New York: Summary level: 160, state:36> place:16815",539,38750,24327,117,9,10,3,5,26,3,3,8,2,15,8,0,7,13,3,2
"Chatham village, New York: Summary level: 160, state:36> place:14003",948,52865,31442,713,20,26,75,58,50,39,14,28,33,40,49,100,78,40,38,25
"Spencerport village, New York: Summary level: 160, state:36> place:70189",1026,72794,33063,1438,65,52,0,71,29,91,125,19,53,66,178,230,204,55,139,61
"Sayville CDP, New York: Summary level: 160, state:36> place:65409",1818,110055,49445,5547,132,102,98,200,136,155,132,109,119,205,476,600,640,485,848,1110
"Wading River CDP, New York: Summary level: 160, state:36> place:77772",2648,126458,49035,2642,144,0,63,11,21,96,38,31,78,104,218,227,269,162,560,620
"Argyle village, New York: Summary level: 160, state:36> place:02550",646,43125,22374,206,4,38,11,10,15,12,9,10,16,7,16,13,29,4,8,4
"Northampton CDP, New York: Summary level: 160, state:36> place:51418",-666666666,112446,41632,203,44,0,0,0,3,0,0,0,0,0,32,0,62,0,37,25
"Allegany village, New York: Summary level: 160, state:36> place:01286",738,54844,27286,742,74,21,56,36,25,25,25,47,40,76,69,78,61,51,35,23
"Sag Harbor village, New York: Summary level: 160, state:36> place:64485",1868,85117,68501,993,73,62,36,0,17,14,26,22,71,27,83,119,99,92,65,187
"Franklinville village, New York: Summary level: 160, state:36> place:27331",625,44950,21697,633,30,56,35,31,46,51,30,38,37,58,104,41,40,11,25,0
"Hillside CDP, New York: Summary level: 160, state:36> place:34786",-666666666,84000,49819,342,16,5,9,7,6,0,0,0,6,24,64,51,32,13,55,54
"North Collins village, New York: Summary level: 160, state:36> place:51792",669,49479,24720,478,30,34,45,38,17,19,16,14,31,58,32,65,47,9,20,3
"East Atlantic Beach CDP, New York: Summary level: 160, state:36> place:21578",2625,133974,67261,760,7,7,18,9,0,23,0,53,36,29,47,92,36,83,123,197
"Malverne Park Oaks CDP, New York: Summary level: 160, state:36> place:44792",-666666666,113578,48492,151,0,0,0,10,0,0,0,0,0,13,0,40,29,14,2,43
"Oceanside CDP, New York: Summary level: 160, state:36> place:54441",1410,114938,47865,10618,250,305,332,267,162,241,231,289,229,426,636,1257,1084,970,1657,2282
"Adams village, New York: Summary level: 160, state:36> place:00199",781,49900,25429,642,69,46,65,8,30,36,14,23,31,41,38,102,68,25,36,10
"Ellisburg village, New York: Summary level: 160, state:36> place:24075",858,58250,22571,89,11,4,0,5,6,1,3,4,6,8,18,6,4,7,4,2
"Philadelphia village, New York: Summary level: 160, state:36> place:57551",671,33190,20649,486,53,57,23,56,21,54,21,17,20,50,16,36,29,18,8,7
"Hobart village, New York: Summary level: 160, state:36> place:34979",650,54063,27941,169,3,7,7,3,8,5,6,11,26,12,33,21,15,5,0,7
"Theresa village, New York: Summary level: 160, state:36> place:73517",948,58250,26299,278,22,4,11,6,38,10,24,0,15,16,36,55,14,11,13,3
"Watertown city, New York: Summary level: 160, state:36> place:78608",817,41339,23146,11110,1183,761,715,821,740,624,425,842,705,887,1162,1110,364,459,114,198
"Morris village, New York: Summary level: 160, state:36> place:48483",672,43173,29549,219,16,2,16,16,22,7,21,19,3,16,32,15,13,7,8,6
"Otego village, New York: Summary level: 160, state:36> place:55618",675,50556,27672,414,25,16,29,24,6,43,35,4,23,39,58,50,22,20,14,6
"Castleton-on-Hudson village, New York: Summary level: 160, state:36> place:12870",855,72614,33696,552,24,18,38,26,8,17,12,23,11,65,55,73,74,44,43,21
"Hampton Manor CDP, New York: Summary level: 160, state:36> place:31918",937,49568,28167,979,91,33,15,14,125,30,85,37,69,33,95,187,86,38,27,14
"Poestenkill CDP, New York: Summary level: 160, state:36> place:58794",630,80650,37942,427,57,0,0,10,27,26,11,7,17,8,38,71,86,23,46,0
"Windham CDP, New York: Summary level: 160, state:36> place:82469",558,75893,39215,133,11,12,0,7,0,3,3,11,4,0,13,28,24,4,4,9
"Wilson village, New York: Summary level: 160, state:36> place:82359",644,56250,34323,506,31,12,36,39,14,18,22,23,46,23,66,60,44,11,25,36
"Mariaville Lake CDP, New York: Summary level: 160, state:36> place:45573",-666666666,68167,35339,134,0,10,17,0,0,4,0,13,5,14,15,19,4,0,10,23
"Altona CDP, New York: Summary level: 160, state:36> place:01572",765,31989,5301,105,5,21,4,5,0,22,0,4,4,22,15,3,0,0,0,0
"Parc CDP, New York: Summary level: 160, state:36> place:56291",1057,43958,7097,27,0,0,0,0,5,5,0,6,5,0,6,0,0,0,0,0
"Brewster village, New York: Summary level: 160, state:36> place:08070",1228,53086,27439,791,74,24,32,52,47,30,41,47,30,76,30,131,68,46,18,45
"Afton village, New York: Summary level: 160, state:36> place:00342",578,46176,27995,436,21,57,46,24,7,25,2,28,20,16,53,45,51,14,18,9
"Smyrna village, New York: Summary level: 160, state:36> place:68099",592,29844,23060,107,10,12,14,1,17,10,9,0,6,0,12,1,4,2,5,4
"Oneida city, New York: Summary level: 160, state:36> place:54837",723,49393,26018,4436,466,234,160,279,314,189,201,161,247,366,717,293,398,148,137,126
"Sea Cliff village, New York: Summary level: 160, state:36> place:66047",2151,120590,63588,1909,137,37,60,33,31,14,15,40,51,52,85,172,275,158,286,463
"Valley Stream village, New York: Summary level: 160, state:36> place:76705",1781,104773,39062,12116,397,135,171,262,337,281,288,354,190,501,1219,1609,1343,1282,2126,1621
"Cazenovia village, New York: Summary level: 160, state:36> place:13145",872,52734,26601,945,85,58,68,76,42,50,28,25,26,59,68,113,80,71,31,65
"Earlville village, New York: Summary level: 160, state:36> place:21523",848,51875,23834,414,40,14,31,26,21,14,16,35,7,41,36,52,48,12,12,9
"Cortland city, New York: Summary level: 160, state:36> place:18388",736,45332,21510,6537,484,611,406,434,287,398,394,216,454,512,596,814,357,188,296,90
"Albertson CDP, New York: Summary level: 160, state:36> place:01011",2969,118942,52054,1795,28,19,53,19,38,18,35,0,79,54,152,251,187,202,243,417
"Bath village, New York: Summary level: 160, state:36> place:04759",601,34604,26010,2728,192,349,284,198,186,168,128,71,147,241,201,307,128,57,37,34
"South Corning village, New York: Summary level: 160, state:36> place:68847",1039,55313,28553,533,37,24,15,57,38,16,4,21,16,87,61,79,26,26,16,10
"Wayland village, New York: Summary level: 160, state:36> place:78850",589,53125,25296,757,46,27,64,68,16,31,35,60,22,53,89,137,53,27,19,10
"Tully village, New York: Summary level: 160, state:36> place:75627",881,48042,29624,425,15,29,27,44,19,18,13,14,57,19,27,33,63,18,11,18
"Marcellus village, New York: Summary level: 160, state:36> place:45480",808,57917,34685,822,19,53,40,35,39,73,50,51,9,52,62,85,89,51,69,45
"Syracuse city, New York: Summary level: 160, state:36> place:73000",793,36308,21985,55306,7745,5202,3885,3464,3473,3071,2856,2404,2690,3832,4355,5067,2912,1731,1438,1181
"Warsaw village, New York: Summary level: 160, state:36> place:78333",544,41411,27859,1544,73,135,84,176,92,44,98,171,0,111,143,172,108,45,92,0
"Cohocton village, New York: Summary level: 160, state:36> place:16727",640,47386,19484,309,22,23,19,9,23,4,16,28,11,20,52,45,15,11,11,0
"Hammondsport village, New York: Summary level: 160, state:36> place:31852",716,35481,27039,269,20,17,41,18,17,19,15,7,11,22,23,30,19,7,1,2
"Northeast Ithaca CDP, New York: Summary level: 160, state:36> place:51915",1378,65893,34651,1062,53,27,19,18,5,90,28,54,37,164,97,124,87,92,84,83
"Schenectady city, New York: Summary level: 160, state:36> place:65508",870,44826,24059,22694,1787,1815,1419,1481,1350,1252,1036,1238,995,2021,2174,2562,1649,885,725,305
"Fulton city, New York: Summary level: 160, state:36> place:27815",734,43647,22471,4662,442,324,399,195,217,344,269,220,163,373,462,626,376,120,81,51
"Hannibal village, New York: Summary level: 160, state:36> place:32017",768,50833,23230,206,16,12,7,9,19,5,14,12,8,25,34,16,16,10,0,3
"Jeffersonville village, New York: Summary level: 160, state:36> place:38506",788,53750,25707,150,0,0,24,14,10,1,8,11,4,9,23,33,7,4,1,1
"Livingston Manor CDP, New York: Summary level: 160, state:36> place:42928",1011,61250,21582,387,35,0,0,72,10,51,0,0,20,0,80,56,15,32,16,0
"Dresden village, New York: Summary level: 160, state:36> place:20896",692,56023,24607,117,0,3,5,10,1,7,10,3,10,20,15,11,15,2,0,5
"Whitehall village, New York: Summary level: 160, state:36> place:81622",797,40000,20530,904,42,91,65,65,73,71,45,63,20,57,107,80,83,30,12,0
"Nesconset CDP, New York: Summary level: 160, state:36> place:49825",2123,121670,47108,4609,57,82,44,64,82,45,60,251,47,256,297,475,694,296,763,1096
"New Suffolk CDP, New York: Summary level: 160, state:36> place:50727",1861,64917,47506,117,16,0,3,0,8,2,0,2,3,8,32,7,9,6,14,7
"North Amityville CDP, New York: Summary level: 160, state:36> place:51396",1366,73512,25372,4952,294,177,173,110,245,223,159,253,123,404,365,567,578,473,575,233
"Roslyn village, New York: Summary level: 160, state:36> place:63770",2524,105000,92106,1310,38,6,36,47,33,43,50,50,48,48,135,96,166,101,72,341
"Dansville village, New York: Summary level: 160, state:36> place:19664",712,40915,27189,2036,203,157,202,143,96,104,98,103,62,124,224,178,161,51,75,55
"Nunda village, New York: Summary level: 160, state:36> place:54078",574,34655,20389,538,61,47,68,44,22,31,32,15,3,29,76,67,26,10,3,4
"Leeds CDP, New York: Summary level: 160, state:36> place:41784",-666666666,72727,15905,96,0,0,0,30,0,0,0,0,0,17,11,31,0,7,0,0
"Fairview CDP (Westchester County), New York: Summary level: 160, state:36> place:25120",870,45781,26084,1092,63,8,67,176,68,22,122,10,41,71,84,82,60,96,68,54
"Coxsackie village, New York: Summary level: 160, state:36> place:18718",760,56042,31405,1038,52,115,42,0,79,73,9,16,49,127,106,127,81,66,41,55
"Hunter village, New York: Summary level: 160, state:36> place:36167",832,25029,20420,305,58,27,56,11,48,16,27,0,0,21,20,17,4,0,0,0
"Glasco CDP, New York: Summary level: 160, state:36> place:29014",1155,56359,24105,973,68,83,42,74,77,41,46,26,9,116,82,64,150,35,42,18
"Kingston city, New York: Summary level: 160, state:36> place:39727",1054,48186,26962,9361,507,866,435,631,652,438,459,396,446,797,982,975,701,377,462,237
"Plattekill CDP, New York: Summary level: 160, state:36> place:58541",1144,46250,22470,311,0,19,24,0,12,57,36,0,15,36,10,20,26,31,25,0
"Natural Bridge CDP, New York: Summary level: 160, state:36> place:49605",-666666666,53641,20039,135,13,0,30,0,14,0,0,0,0,23,55,0,0,0,0,0
"Laurens village, New York: Summary level: 160, state:36> place:41520",663,47917,23760,77,2,2,1,8,3,8,2,8,7,4,19,2,7,2,2,0
"Ellenville village, New York: Summary level: 160, state:36> place:23965",865,46034,21678,1592,229,128,27,39,152,18,37,130,151,171,174,182,78,14,62,0
"Gardiner CDP, New York: Summary level: 160, state:36> place:28244",-666666666,75848,39874,307,0,0,0,0,0,0,11,0,12,36,85,63,57,26,17,0
"Hurley CDP, New York: Summary level: 160, state:36> place:37132",1281,91731,51302,1398,39,0,97,27,60,82,35,46,32,83,101,171,253,105,108,159
"Shokan CDP, New York: Summary level: 160, state:36> place:67081",-666666666,52917,25002,453,12,43,31,12,0,16,27,0,23,85,84,15,59,20,10,16
"Zena CDP, New York: Summary level: 160, state:36> place:84187",-666666666,92888,38966,433,6,8,8,30,20,32,0,0,12,22,41,80,39,60,58,17
"Averill Park CDP, New York: Summary level: 160, state:36> place:03320",630,58906,41027,610,16,0,0,0,0,66,0,49,51,130,0,94,65,32,107,0
"Rensselaer city, New York: Summary level: 160, state:36> place:61148",930,55449,32694,4109,288,159,154,233,227,229,197,193,87,495,437,496,236,262,343,73
"Oxford village, New York: Summary level: 160, state:36> place:55948",619,38478,25463,680,47,75,54,56,41,35,46,37,37,44,51,67,41,9,22,18
"Bayville village, New York: Summary level: 160, state:36> place:05034",1545,105469,50660,2500,13,68,33,110,51,27,51,50,67,147,290,285,385,208,362,353
"Bethpage CDP, New York: Summary level: 160, state:36> place:06387",2004,116838,46827,5911,114,137,197,208,236,141,133,205,108,214,430,485,478,567,1011,1247
"Carle Place CDP, New York: Summary level: 160, state:36> place:12419",1789,90701,44003,1757,27,53,53,67,78,67,48,58,8,182,106,252,163,69,226,300
"Rifton CDP, New York: Summary level: 160, state:36> place:61797",-666666666,105071,57072,128,28,0,0,11,0,0,0,0,0,0,24,0,48,0,0,17
"Saugerties village, New York: Summary level: 160, state:36> place:65288",1022,44620,30078,1765,90,95,214,53,164,57,110,103,68,79,227,123,169,56,114,43
"Walker Valley CDP, New York: Summary level: 160, state:36> place:77948",-666666666,111397,31196,355,19,0,60,0,13,0,12,0,0,0,13,0,68,117,53,0
"Geneva city, New York: Summary level: 160, state:36> place:28640",781,40164,20230,4545,434,404,281,276,251,248,371,220,192,225,427,640,307,116,103,50
"Bolivar village, New York: Summary level: 160, state:36> place:07190",585,40515,21767,435,29,23,48,25,23,41,25,22,33,20,45,83,14,4,0,0
"Cuba village, New York: Summary level: 160, state:36> place:19356",538,46389,22526,582,56,59,20,49,13,28,32,24,18,37,46,100,60,27,7,6
"Wellsville village, New York: Summary level: 160, state:36> place:79092",609,42933,27168,2164,156,208,188,171,47,120,90,207,152,165,284,107,119,54,64,32
"Green Island village, New York: Summary level: 160, state:36> place:30521",818,53454,30792,1247,67,7,52,72,112,91,56,122,30,98,151,152,134,25,54,24
"Sloan village, New York: Summary level: 160, state:36> place:67686",641,44833,28536,1640,97,142,127,92,151,60,77,76,76,102,196,250,24,60,60,50
"Aurora village, New York: Summary level: 160, state:36> place:03188",1031,82000,27674,118,4,0,3,5,1,7,9,6,1,3,11,18,15,15,12,8
