,Median gross rent,Median INC adjusted to year,Per capita income adjusted to year,Total,"Less than $10,000","$10,000 to $14,999","$15,000 to $19,999","$20,000 to $24,999","$25,000 to $29,999","$30,000 to $34,999","$35,000 to $39,999","$40,000 to $44,999","$45,000 to $49,999","$50,000 to $59,999","$60,000 to $74,999","$75,000 to $99,999","$100,000 to $124,999","$125,000 to $149,999","$150,000 to $199,999","$200,000 or more"
"Hailesboro CDP, New York: Summary level: 160, state:36> place:31346",866,36346,18447.0,244,41,16,36,0,10,5,36,0,25,4,29,37,0,0,5,0
"Halesite CDP, New York: Summary level: 160, state:36> place:31445",1393,120192,57220.0,1050,34,0,16,0,26,28,0,14,14,33,68,130,257,92,93,245
"Hall CDP, New York: Summary level: 160, state:36> place:31533",-666666666,102188,36298.0,79,0,0,0,0,6,0,5,0,0,0,13,5,34,16,0,0
"Hamburg village, New York: Summary level: 160, state:36> place:31643",698,64059,31405.0,4112,103,177,326,71,130,303,179,165,107,356,442,851,514,115,179,94
"Hamilton village, New York: Summary level: 160, state:36> place:31709",833,58938,17974.0,743,79,33,49,21,30,7,40,58,11,52,52,75,51,62,67,56
"Hamlin CDP, New York: Summary level: 160, state:36> place:31786",797,59119,22830.0,1891,121,70,68,38,91,64,116,68,88,243,230,404,147,99,34,10
"Hammond village, New York: Summary level: 160, state:36> place:31830",613,35250,16779.0,127,18,10,12,2,13,8,6,5,11,16,9,8,4,0,4,1
"Hammondsport village, New York: Summary level: 160, state:36> place:31852",615,60000,35621.0,342,22,3,31,5,37,7,18,5,22,21,51,44,33,12,21,10
"Hampton Bays CDP, New York: Summary level: 160, state:36> place:31896",1448,72837,34450.0,5064,254,58,147,278,227,268,269,185,97,415,443,955,426,460,401,181
"Hampton Manor CDP, New York: Summary level: 160, state:36> place:31918",741,59688,30600.0,982,94,37,45,15,72,15,80,26,42,70,228,129,63,30,36,0
"Hancock village, New York: Summary level: 160, state:36> place:31940",545,36932,22846.0,401,55,52,14,29,18,24,20,22,13,28,37,34,42,0,13,0
"Hannawa Falls CDP, New York: Summary level: 160, state:36> place:32006",740,53173,29149.0,490,0,56,5,4,5,55,45,29,0,83,72,89,16,5,10,16
"Hannibal village, New York: Summary level: 160, state:36> place:32017",890,51974,22006.0,270,5,12,23,0,14,36,18,7,5,34,23,78,9,3,3,0
"Harbor Hills CDP, New York: Summary level: 160, state:36> place:32094",-666666666,145750,71205.0,161,0,0,7,0,0,0,0,0,0,0,23,7,8,53,14,49
"Harbor Isle CDP, New York: Summary level: 160, state:36> place:32105",-666666666,96667,39807.0,490,0,11,12,0,0,48,9,13,28,7,57,72,0,61,116,56
"Harriman village, New York: Summary level: 160, state:36> place:32325",1360,66343,35580.0,1070,4,20,34,55,41,42,57,17,42,104,185,158,102,88,81,40
"Harris Hill CDP, New York: Summary level: 160, state:36> place:32391",1282,78618,35817.0,2126,27,140,80,60,117,10,123,69,142,110,151,358,291,201,121,126
"Harrison village, New York: Summary level: 160, state:36> place:32402",1817,102702,61621.0,8350,248,257,233,383,143,208,369,115,78,619,449,853,914,474,762,2245
"Harrisville village, New York: Summary level: 160, state:36> place:32424",700,38750,22764.0,239,15,5,24,18,17,24,26,3,18,8,25,27,16,5,7,1
"Hartsdale CDP, New York: Summary level: 160, state:36> place:32523",1660,87250,58541.0,2540,71,107,68,65,92,95,30,92,64,170,250,310,270,186,245,425
"Hartwick CDP, New York: Summary level: 160, state:36> place:32578",576,44167,27720.0,230,34,19,0,0,14,26,20,3,12,5,27,44,13,0,2,11
"Hastings-on-Hudson village, New York: Summary level: 160, state:36> place:32710",1601,122717,64119.0,2938,103,66,66,56,48,120,68,27,34,131,186,298,287,239,353,856
"Hauppauge CDP, New York: Summary level: 160, state:36> place:32732",1755,105480,41358.0,7234,165,54,80,186,186,156,192,222,165,390,748,916,1076,704,874,1120
"Haverstraw village, New York: Summary level: 160, state:36> place:32754",1228,55556,25685.0,3640,209,135,207,199,170,119,218,251,121,299,399,404,270,320,111,208
"Haviland CDP, New York: Summary level: 160, state:36> place:32776",1194,76058,37181.0,1488,23,19,34,94,34,74,53,113,22,172,95,214,207,191,56,87
"Hawthorne CDP, New York: Summary level: 160, state:36> place:32842",1593,112500,44286.0,1564,22,17,11,25,39,44,30,44,84,54,103,155,283,159,218,276
"Head of the Harbor village, New York: Summary level: 160, state:36> place:32963",2001,143906,82270.0,473,22,0,10,11,13,8,0,3,9,11,24,37,64,28,72,161
"Hemlock CDP, New York: Summary level: 160, state:36> place:33128",-666666666,76313,29870.0,191,0,14,14,0,0,9,0,11,0,0,16,115,0,12,0,0
"Hempstead village, New York: Summary level: 160, state:36> place:33139",1290,52214,21555.0,16182,1527,842,972,917,721,705,725,818,647,1055,1867,1806,1259,702,1059,560
"Henderson CDP, New York: Summary level: 160, state:36> place:34044",325,25313,13475.0,76,5,17,2,13,8,2,8,0,3,3,4,11,0,0,0,0
"Heritage Hills CDP, New York: Summary level: 160, state:36> place:34118",2001,81703,57051.0,2496,73,66,204,26,128,79,121,48,107,151,186,382,247,201,347,130
"Herkimer village, New York: Summary level: 160, state:36> place:34121",593,32470,19207.0,3349,372,390,330,253,288,80,246,114,228,266,220,342,109,86,25,0
"Hermon village, New York: Summary level: 160, state:36> place:34165",463,35714,20318.0,150,10,19,8,15,12,9,11,3,14,6,12,10,19,1,1,0
"Herricks CDP, New York: Summary level: 160, state:36> place:34198",2001,117724,42689.0,1297,11,10,30,22,16,24,13,24,29,62,109,158,188,138,180,283
"Herrings village, New York: Summary level: 160, state:36> place:34220",-666666666,42083,18242.0,29,1,1,4,3,2,0,1,5,3,3,1,3,0,2,0,0
"Heuvelton village, New York: Summary level: 160, state:36> place:34264",607,54375,23528.0,275,5,14,27,19,6,15,22,4,18,33,33,28,26,18,7,0
"Hewlett CDP, New York: Summary level: 160, state:36> place:34286",1958,100882,42600.0,2316,44,27,26,21,87,42,150,13,38,220,172,312,283,267,333,281
"Hewlett Bay Park village, New York: Summary level: 160, state:36> place:34297",-666666666,218438,118963.0,145,7,2,0,3,0,0,2,6,0,0,8,8,3,9,16,81
"Hewlett Harbor village, New York: Summary level: 160, state:36> place:34308",2001,192083,80089.0,397,0,3,0,11,0,4,10,8,9,2,9,10,53,33,59,186
"Hewlett Neck village, New York: Summary level: 160, state:36> place:34319",-666666666,221875,96553.0,131,1,2,0,2,3,2,0,0,0,0,3,10,17,10,10,71
"Hicksville CDP, New York: Summary level: 160, state:36> place:34374",1551,92491,37458.0,13426,212,222,323,432,701,438,356,497,277,700,897,1948,1617,1400,1716,1690
"High Falls CDP, New York: Summary level: 160, state:36> place:34451",1244,66250,36126.0,340,7,22,0,32,26,43,0,11,0,20,18,45,77,14,16,9
"Highland CDP, New York: Summary level: 160, state:36> place:34484",1068,54583,29453.0,2308,126,74,129,164,114,133,105,111,128,233,149,383,207,83,149,20
"Highland Falls village, New York: Summary level: 160, state:36> place:34495",1034,66111,34510.0,1718,110,49,26,170,32,49,45,97,143,116,156,270,192,106,87,70
"Hillburn village, New York: Summary level: 160, state:36> place:34660",1297,90227,32817.0,280,12,7,22,0,11,0,9,16,7,20,22,33,47,18,31,25
"Hillcrest CDP, New York: Summary level: 160, state:36> place:34693",1042,100397,28414.0,2004,62,19,74,23,69,23,18,31,17,129,153,367,473,142,243,161
"Hillside CDP, New York: Summary level: 160, state:36> place:34786",-666666666,158304,66307.0,293,9,5,0,13,13,0,0,0,0,22,19,25,20,16,52,99
"Hillside Lake CDP, New York: Summary level: 160, state:36> place:34803",-666666666,67750,29942.0,366,0,52,9,0,0,0,0,0,0,38,93,53,71,16,29,5
"Hilton village, New York: Summary level: 160, state:36> place:34847",864,58292,24934.0,2248,18,36,74,270,89,192,64,33,134,283,306,394,221,44,58,32
"Hobart village, New York: Summary level: 160, state:36> place:34979",624,45917,28406.0,203,27,2,21,23,2,18,0,3,18,17,17,13,25,14,2,1
"Holbrook CDP, New York: Summary level: 160, state:36> place:35056",1726,94006,36686.0,9215,153,226,170,138,215,229,293,341,263,516,1004,1371,1385,971,1220,720
"Holland CDP, New York: Summary level: 160, state:36> place:35111",519,60417,24327.0,456,32,10,30,0,17,77,15,11,16,16,89,83,22,0,26,12
"Holland Patent village, New York: Summary level: 160, state:36> place:35144",683,63750,25229.0,154,2,15,4,15,5,11,11,0,0,10,16,34,10,9,12,0
"Holley village, New York: Summary level: 160, state:36> place:35155",595,34737,19794.0,880,78,73,114,95,50,32,66,52,29,65,78,63,52,10,23,0
"Holtsville CDP, New York: Summary level: 160, state:36> place:35254",1600,86504,34377.0,6610,154,216,151,188,267,154,160,174,103,574,537,1155,753,689,807,528
"Homer village, New York: Summary level: 160, state:36> place:35276",640,51782,27608.0,1339,89,52,55,49,109,95,62,78,47,94,162,168,119,37,113,10
"Honeoye CDP, New York: Summary level: 160, state:36> place:35353",1230,62882,26548.0,250,0,0,18,22,26,0,28,20,0,0,72,64,0,0,0,0
"Honeoye Falls village, New York: Summary level: 160, state:36> place:35364",782,68250,36241.0,1198,30,59,66,29,115,76,38,50,46,60,125,173,74,89,91,77
"Hoosick Falls village, New York: Summary level: 160, state:36> place:35474",785,50234,24114.0,1326,57,89,81,55,110,61,104,58,42,145,170,150,114,28,25,37
"Hopewell Junction CDP, New York: Summary level: 160, state:36> place:35573",-666666666,70179,31983.0,195,0,31,0,0,0,11,16,0,0,11,46,0,21,23,36,0
"Hornell city, New York: Summary level: 160, state:36> place:35672",603,39072,20304.0,3637,263,328,256,211,257,313,241,238,294,297,392,238,179,53,56,21
"Horseheads village, New York: Summary level: 160, state:36> place:35694",782,51610,28053.0,3059,117,91,281,176,265,107,208,115,89,350,439,383,191,92,120,35
"Horseheads North CDP, New York: Summary level: 160, state:36> place:35710",957,78942,39122.0,1159,71,61,16,74,16,36,0,59,46,80,80,187,151,70,85,127
"Hortonville CDP, New York: Summary level: 160, state:36> place:35738",-666666666,68869,19578.0,67,0,0,5,0,0,0,0,0,0,0,38,18,6,0,0,0
"Houghton CDP, New York: Summary level: 160, state:36> place:35771",625,55000,12235.0,278,14,12,9,4,22,3,43,0,15,35,26,37,22,32,0,4
"Hudson city, New York: Summary level: 160, state:36> place:35969",783,35117,22353.0,2937,384,305,164,211,228,172,133,185,105,184,261,196,199,115,69,26
"Hudson Falls village, New York: Summary level: 160, state:36> place:35980",707,41758,21911.0,2987,226,301,150,170,124,287,168,162,132,271,285,369,148,81,63,50
"Hunt CDP, New York: Summary level: 160, state:36> place:36156",-666666666,41250,18791.0,26,2,0,0,0,5,3,2,2,4,8,0,0,0,0,0,0
"Hunter village, New York: Summary level: 160, state:36> place:36167",625,36466,25925.0,218,16,16,21,4,22,13,41,4,4,16,21,5,18,3,11,3
"Huntington CDP, New York: Summary level: 160, state:36> place:36233",1680,117694,58546.0,7051,174,133,194,146,189,145,150,100,265,427,446,732,587,688,949,1726
"Huntington Bay village, New York: Summary level: 160, state:36> place:37022",2001,144583,99419.0,569,20,3,7,8,14,6,22,11,11,9,31,50,64,32,48,233
"Huntington Station CDP, New York: Summary level: 160, state:36> place:37044",1439,70745,29853.0,10390,345,269,287,551,525,284,370,643,380,451,1286,1131,1324,702,1029,813
"Hurley CDP, New York: Summary level: 160, state:36> place:37132",1059,75931,38609.0,1378,34,41,84,78,54,106,100,12,4,74,83,192,164,53,187,112
"Hyde Park CDP, New York: Summary level: 160, state:36> place:37198",1211,77917,31992.0,853,67,24,21,33,0,25,17,65,45,50,46,175,167,18,42,58
"Ilion village, New York: Summary level: 160, state:36> place:37275",571,42066,21728.0,3396,247,276,113,149,209,182,403,222,175,337,445,348,109,103,52,26
"Interlaken village, New York: Summary level: 160, state:36> place:37528",623,44688,23402.0,256,10,31,29,12,20,8,0,19,16,2,22,45,22,15,1,4
"Inwood CDP, New York: Summary level: 160, state:36> place:37583",1359,49519,20465.0,2977,218,197,140,130,198,116,129,207,166,250,272,354,187,202,150,61
"Irondequoit CDP, New York: Summary level: 160, state:36> place:37737",803,53250,28612.0,22076,1332,936,1149,1282,1020,1140,1252,1058,1006,2285,2386,3172,1841,863,857,497
"Irvington village, New York: Summary level: 160, state:36> place:37803",1395,130068,85910.0,2609,77,38,23,82,87,91,39,18,31,65,209,281,235,251,278,804
"Islandia village, New York: Summary level: 160, state:36> place:37840",1871,91875,32609.0,1005,15,24,7,0,8,33,27,16,38,56,107,230,143,86,168,47
"Island Park village, New York: Summary level: 160, state:36> place:37847",1456,64974,29763.0,1691,20,51,159,110,68,28,117,69,26,138,149,197,236,157,116,50
"Islip CDP, New York: Summary level: 160, state:36> place:37869",1600,96818,40407.0,6334,127,84,207,74,236,60,166,206,95,337,547,1202,839,758,796,600
"Islip Terrace CDP, New York: Summary level: 160, state:36> place:38022",1713,92664,33899.0,1744,17,15,72,41,27,55,46,45,18,92,214,350,226,241,214,71
"Ithaca city, New York: Summary level: 160, state:36> place:38077",969,28760,16545.0,9944,2400,958,634,530,580,626,379,307,294,660,708,647,434,237,305,245
"Jamesport CDP, New York: Summary level: 160, state:36> place:38253",-666666666,78652,39894.0,549,0,0,0,51,46,0,0,0,116,15,23,66,39,49,32,112
"Jamestown city, New York: Summary level: 160, state:36> place:38264",590,31054,18765.0,13351,1992,1184,1183,998,1095,801,765,669,593,1091,862,1108,503,143,283,81
"Jamestown West CDP, New York: Summary level: 160, state:36> place:38275",737,63704,33627.0,914,39,47,70,30,12,67,8,54,54,55,142,106,101,30,61,38
"Jefferson Heights CDP, New York: Summary level: 160, state:36> place:38451",998,56417,25028.0,379,0,18,31,0,15,0,28,17,45,42,59,83,24,0,6,11
"Jefferson Valley-Yorktown CDP, New York: Summary level: 160, state:36> place:38500",1574,97824,41634.0,5296,94,141,184,185,270,131,365,158,88,256,276,547,595,431,853,722
"Jeffersonville village, New York: Summary level: 160, state:36> place:38506",824,44261,25425.0,123,9,9,2,8,2,6,4,28,1,4,35,7,2,1,4,1
"Jericho CDP, New York: Summary level: 160, state:36> place:38539",1794,145098,65991.0,4566,97,9,18,91,88,137,47,81,40,160,295,412,471,416,574,1630
"Johnson City village, New York: Summary level: 160, state:36> place:38748",671,37878,21436.0,6490,557,452,621,582,337,466,415,284,372,516,620,693,280,152,66,77
"Johnstown city, New York: Summary level: 160, state:36> place:38781",684,41517,25440.0,3763,260,168,119,226,215,275,488,259,159,330,282,339,367,191,42,43
"Jordan village, New York: Summary level: 160, state:36> place:38825",593,58000,24554.0,494,15,19,31,27,21,20,30,28,31,29,35,97,53,35,14,9
"Kaser village, New York: Summary level: 160, state:36> place:38934",1038,20084,6930.0,964,90,213,176,113,68,37,57,53,9,64,23,16,11,20,0,14
"Katonah CDP, New York: Summary level: 160, state:36> place:38946",1618,98056,45878.0,604,23,0,50,7,44,30,12,26,0,11,23,83,63,29,68,135
"Keeseville village, New York: Summary level: 160, state:36> place:39089",715,39659,20579.0,810,84,57,63,49,53,29,76,46,52,68,83,63,40,37,6,4
"Kenmore village, New York: Summary level: 160, state:36> place:39232",688,50485,27853.0,6890,380,449,287,394,374,412,242,500,374,705,616,1021,512,237,237,150
"Kennedy CDP, New York: Summary level: 160, state:36> place:39243",631,41607,18883.0,184,0,4,24,24,0,24,7,36,17,11,7,25,0,0,0,5
"Kensington village, New York: Summary level: 160, state:36> place:39309",-666666666,190625,98564.0,397,0,16,0,0,3,9,7,11,3,7,19,39,35,15,44,189
"Kerhonkson CDP, New York: Summary level: 160, state:36> place:39397",1015,42561,20564.0,673,82,9,34,90,58,25,28,70,48,61,50,19,31,68,0,0
"Keuka Park CDP, New York: Summary level: 160, state:36> place:39463",-666666666,29028,6676.0,77,0,0,13,20,9,9,0,0,0,9,0,17,0,0,0,0
"Kinderhook village, New York: Summary level: 160, state:36> place:39562",1084,78068,38004.0,571,6,11,56,6,22,38,30,19,4,41,47,108,58,24,61,40
"Kings Park CDP, New York: Summary level: 160, state:36> place:39672",1330,95098,39787.0,6128,164,155,200,156,163,100,181,279,264,254,443,909,537,777,823,723
"Kings Point village, New York: Summary level: 160, state:36> place:39694",879,120417,51477.0,1347,39,9,0,13,0,15,82,11,42,62,115,145,158,114,144,398
"Kingston city, New York: Summary level: 160, state:36> place:39727",972,43680,24454.0,9883,683,794,634,805,538,601,505,513,557,801,1053,999,528,369,276,227
"Kiryas Joel village, New York: Summary level: 160, state:36> place:39853",1157,24430,7203.0,3716,396,802,338,353,338,196,122,143,113,224,208,168,88,88,71,68
"Kysorville CDP, New York: Summary level: 160, state:36> place:40175",-666666666,63750,26811.0,28,3,0,0,4,2,0,0,0,0,0,7,6,3,3,0,0
"Lackawanna city, New York: Summary level: 160, state:36> place:40189",573,35072,21574.0,8214,782,682,811,814,489,522,548,400,344,653,768,666,423,194,77,41
"Lacona village, New York: Summary level: 160, state:36> place:40200",591,44750,24131.0,265,27,0,34,18,0,10,13,31,11,19,34,24,20,20,4,0
"La Fargeville CDP, New York: Summary level: 160, state:36> place:40233",-666666666,48566,22105.0,173,0,0,21,21,0,0,0,17,47,25,9,10,6,0,17,0
"Lake Carmel CDP, New York: Summary level: 160, state:36> place:40398",1230,81034,32425.0,2763,26,39,88,134,135,97,76,155,116,186,205,507,341,232,351,75
"Lake Erie Beach CDP, New York: Summary level: 160, state:36> place:40486",889,60189,27545.0,1544,41,71,56,29,119,77,49,81,43,201,277,225,132,59,18,66
"Lake George village, New York: Summary level: 160, state:36> place:40508",893,59773,32665.0,406,21,26,20,30,12,15,12,24,6,38,50,38,58,25,27,4
"Lake Grove village, New York: Summary level: 160, state:36> place:40530",1718,92229,35284.0,3631,201,87,80,74,92,136,148,137,98,231,262,409,452,317,461,446
"Lake Katrine CDP, New York: Summary level: 160, state:36> place:40585",1104,46458,26324.0,843,86,33,43,90,64,21,47,20,62,112,30,111,60,36,10,18
"Lakeland CDP, New York: Summary level: 160, state:36> place:40607",1054,60638,26699.0,1149,20,45,61,50,96,75,27,39,54,95,186,194,89,69,49,0
"Lake Luzerne CDP, New York: Summary level: 160, state:36> place:40651",796,71250,28112.0,398,14,19,26,8,15,9,19,5,22,34,33,82,40,12,60,0
"Lake Mohegan CDP, New York: Summary level: 160, state:36> place:40689",1390,90347,38341.0,1989,98,54,83,41,38,47,20,36,35,104,162,382,203,309,229,148
"Lake Placid village, New York: Summary level: 160, state:36> place:40761",723,45592,30097.0,1326,100,79,129,0,141,14,26,143,139,96,155,125,62,33,21,63
"Lake Ronkonkoma CDP, New York: Summary level: 160, state:36> place:40838",1376,87515,33211.0,6723,250,287,216,260,137,197,156,172,284,464,314,1226,1032,635,619,474
"Lake Success village, New York: Summary level: 160, state:36> place:40937",-666666666,156528,73806.0,827,27,3,9,21,3,32,14,0,10,23,33,52,70,81,113,336
"Lakeview CDP, New York: Summary level: 160, state:36> place:41003",1998,103333,30378.0,1502,7,111,48,69,39,19,7,40,41,17,114,208,187,219,216,160
"Lakeville CDP, New York: Summary level: 160, state:36> place:41036",910,37368,17102.0,240,0,17,0,13,72,0,19,0,0,32,13,39,0,35,0,0
"Lakewood village, New York: Summary level: 160, state:36> place:41069",728,47684,28936.0,1309,145,14,44,158,68,39,23,141,54,150,92,96,71,104,66,44
"Lancaster village, New York: Summary level: 160, state:36> place:41135",655,54884,27256.0,4303,147,190,190,264,237,288,81,280,234,513,417,577,475,233,114,63
"Lansing village, New York: Summary level: 160, state:36> place:41223",1082,55375,36707.0,1673,67,95,92,67,164,39,50,96,59,231,230,160,77,92,101,53
"Larchmont village, New York: Summary level: 160, state:36> place:41333",1604,149507,104179.0,2228,83,16,30,0,0,12,53,11,37,165,84,299,113,226,108,991
"Lattingtown village, New York: Summary level: 160, state:36> place:41432",1953,143393,83512.0,613,33,10,10,14,11,34,22,7,13,20,13,41,56,40,63,226
"Laurel CDP, New York: Summary level: 160, state:36> place:41465",-666666666,127756,59254.0,449,0,0,0,9,15,0,0,20,0,0,26,57,74,100,53,95
"Laurel Hollow village, New York: Summary level: 160, state:36> place:41487",-666666666,195000,92683.0,530,6,0,6,0,0,0,11,19,6,21,5,48,55,44,47,262
"Laurens village, New York: Summary level: 160, state:36> place:41520",681,32083,16941.0,97,5,6,11,8,16,4,5,4,5,10,12,7,0,4,0,0
"Lawrence village, New York: Summary level: 160, state:36> place:41553",1765,133958,57072.0,2045,34,0,28,44,28,0,95,42,16,51,193,196,271,84,204,759
"Leeds CDP, New York: Summary level: 160, state:36> place:41784",-666666666,111518,43518.0,132,0,20,0,13,10,0,0,0,0,0,0,0,34,0,0,55
"Leicester village, New York: Summary level: 160, state:36> place:41872",692,61875,28449.0,204,1,5,5,2,15,1,6,14,19,28,25,33,30,17,3,0
"Le Roy village, New York: Summary level: 160, state:36> place:42026",755,52150,25710.0,1614,58,131,67,94,78,184,45,44,63,164,139,224,143,58,48,74
"Levittown CDP, New York: Summary level: 160, state:36> place:42081",1815,99114,35851.0,16785,205,226,405,436,471,213,438,452,483,1065,1565,2503,2514,1736,2277,1796
"Lewiston village, New York: Summary level: 160, state:36> place:42147",827,53011,31026.0,1268,83,89,43,86,50,61,102,44,22,173,154,191,77,10,54,29
"Liberty village, New York: Summary level: 160, state:36> place:42224",709,26386,21630.0,1763,263,104,158,285,178,22,45,25,42,134,131,222,33,58,51,12
"Lido Beach CDP, New York: Summary level: 160, state:36> place:42279",2001,148281,65230.0,1103,11,0,30,43,78,50,19,0,6,8,46,80,85,101,131,415
"Lima village, New York: Summary level: 160, state:36> place:42323",638,47292,21868.0,891,36,26,85,47,60,27,116,32,47,92,71,99,72,60,6,15
"Lime Lake CDP, New York: Summary level: 160, state:36> place:42345",673,44659,19360.0,217,16,15,20,12,15,10,4,18,14,6,46,25,8,0,8,0
"Limestone CDP, New York: Summary level: 160, state:36> place:42378",388,38438,17627.0,130,11,11,19,2,4,13,10,7,14,7,24,0,6,0,2,0
"Lincolndale CDP, New York: Summary level: 160, state:36> place:42455",2001,108478,41811.0,410,6,0,0,16,0,0,8,0,0,18,17,64,152,19,46,64
"Lincoln Park CDP, New York: Summary level: 160, state:36> place:42488",873,40875,22346.0,1154,58,190,94,95,43,32,37,87,54,103,161,60,98,9,23,10
"Lindenhurst village, New York: Summary level: 160, state:36> place:42554",1377,86791,33851.0,8983,188,249,215,293,234,235,291,235,387,683,818,1446,1303,900,780,726
"Linwood CDP, New York: Summary level: 160, state:36> place:42609",-666666666,30417,18685.0,33,0,0,0,0,15,9,0,0,0,0,0,9,0,0,0,0
"Lisle village, New York: Summary level: 160, state:36> place:42642",556,48000,25822.0,122,15,8,0,6,7,8,3,10,8,21,7,13,12,2,0,2
"Little Falls city, New York: Summary level: 160, state:36> place:42741",605,38528,23543.0,2310,216,299,73,201,114,133,172,121,115,117,136,402,77,53,71,10
"Little Valley village, New York: Summary level: 160, state:36> place:42829",567,37727,16793.0,440,40,38,28,35,31,42,16,24,32,32,55,37,16,11,0,3
"Liverpool village, New York: Summary level: 160, state:36> place:42884",798,60909,33814.0,1110,39,60,63,54,39,59,30,47,56,104,169,166,100,69,34,21
"Livingston Manor CDP, New York: Summary level: 160, state:36> place:42928",826,34265,21816.0,468,9,94,52,21,0,63,14,0,35,87,8,68,10,7,0,0
"Livonia village, New York: Summary level: 160, state:36> place:42950",696,51607,24337.0,596,69,58,21,36,21,29,38,7,10,39,82,76,68,10,25,7
"Livonia Center CDP, New York: Summary level: 160, state:36> place:42972",-666666666,64565,27189.0,98,0,0,0,13,0,0,0,9,0,0,57,19,0,0,0,0
"Lloyd Harbor village, New York: Summary level: 160, state:36> place:43005",-666666666,208942,93819.0,1085,29,9,6,3,0,0,7,27,0,34,45,90,100,45,122,568
"Loch Sheldrake CDP, New York: Summary level: 160, state:36> place:43038",688,40583,13672.0,323,43,8,19,0,24,50,14,15,0,39,63,29,19,0,0,0
"Lockport city, New York: Summary level: 160, state:36> place:43082",649,38896,22981.0,8990,785,789,706,603,518,630,593,431,338,703,958,967,459,282,138,90
"Locust Valley CDP, New York: Summary level: 160, state:36> place:43192",1402,81875,45008.0,1191,0,12,44,100,88,50,50,43,0,36,106,206,59,73,139,185
"Lodi village, New York: Summary level: 160, state:36> place:43214",513,40417,19108.0,163,17,11,6,21,10,7,9,11,5,13,22,13,12,6,0,0
"Long Beach city, New York: Summary level: 160, state:36> place:43335",1601,84882,44944.0,14430,734,411,714,400,417,501,232,318,307,924,1120,2281,2228,1196,1347,1300
"Long Lake CDP, New York: Summary level: 160, state:36> place:43401",615,60417,35212.0,171,0,9,14,5,6,7,12,5,8,19,5,31,2,35,0,13
"Lorenz Park CDP, New York: Summary level: 160, state:36> place:43511",489,44702,26812.0,959,34,89,56,42,32,71,35,136,34,43,123,101,95,68,0,0
"Lorraine CDP, New York: Summary level: 160, state:36> place:43533",-666666666,45833,18831.0,78,15,3,8,2,1,4,2,2,6,3,21,4,3,2,2,0
"Lowville village, New York: Summary level: 160, state:36> place:43720",648,43051,23329.0,1668,236,45,122,157,110,47,73,90,112,132,221,147,93,31,39,13
"Lynbrook village, New York: Summary level: 160, state:36> place:43874",1614,88208,36990.0,7121,131,203,309,197,177,233,205,357,325,398,693,734,812,816,962,569
"Lyncourt CDP, New York: Summary level: 160, state:36> place:43885",819,42894,22072.0,1879,173,77,79,193,134,131,69,145,79,172,264,145,176,14,28,0
"Lyndonville village, New York: Summary level: 160, state:36> place:43918",680,48523,23890.0,341,22,24,9,16,23,15,23,25,20,32,48,38,20,7,7,12
"Lyon Mountain CDP, New York: Summary level: 160, state:36> place:43951",425,41397,29115.0,213,8,8,25,9,31,0,16,17,0,20,15,59,5,0,0,0
"Lyons village, New York: Summary level: 160, state:36> place:43962",607,30813,19669.0,1579,145,215,67,237,119,40,56,35,97,207,101,108,73,27,52,0
"Lyons Falls village, New York: Summary level: 160, state:36> place:44006",592,44844,19817.0,339,17,31,17,16,10,24,29,27,31,32,37,33,35,0,0,0
"Macedon village, New York: Summary level: 160, state:36> place:44149",713,71406,28108.0,557,14,13,15,35,21,22,33,19,10,65,42,129,58,36,34,11
"McGraw village, New York: Summary level: 160, state:36> place:44193",652,52216,24839.0,439,20,44,5,28,19,35,18,8,23,44,50,90,18,13,23,1
"Machias CDP, New York: Summary level: 160, state:36> place:44226",715,47000,16852.0,230,18,5,16,7,16,15,29,5,13,42,8,34,22,0,0,0
"Madison village, New York: Summary level: 160, state:36> place:44424",705,32115,20748.0,148,30,9,11,2,11,17,14,9,6,13,6,8,8,1,0,3
"Madrid CDP, New York: Summary level: 160, state:36> place:44479",593,43036,17151.0,259,24,9,20,21,35,12,3,11,14,21,21,40,22,6,0,0
"Mahopac CDP, New York: Summary level: 160, state:36> place:44534",1330,100458,44043.0,2905,74,148,101,7,160,82,39,31,61,255,231,258,281,277,342,558
"Malden-on-Hudson CDP, New York: Summary level: 160, state:36> place:44677",-666666666,203625,45933.0,82,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,59
"Malone village, New York: Summary level: 160, state:36> place:44710",709,40833,21794.0,2482,302,238,163,209,117,150,52,56,65,261,205,447,107,76,14,20
"Malverne village, New York: Summary level: 160, state:36> place:44787",1382,116926,45681.0,3033,24,37,44,84,15,97,38,68,15,211,201,347,450,372,652,378
"Malverne Park Oaks CDP, New York: Summary level: 160, state:36> place:44792",-666666666,89853,56307.0,166,0,0,0,14,0,0,11,0,0,14,0,45,32,11,14,25
"Mamaroneck village, New York: Summary level: 160, state:36> place:44831",1597,85803,49696.0,7189,310,270,315,148,288,255,276,199,106,442,678,846,506,508,715,1327
"Manchester village, New York: Summary level: 160, state:36> place:44853",855,52961,25413.0,743,48,34,48,25,45,54,45,22,28,123,85,111,42,17,13,3
"Manhasset CDP, New York: Summary level: 160, state:36> place:44897",1122,104769,55610.0,2646,68,138,60,81,44,61,61,45,38,162,123,377,171,199,292,726
