,Total,Income in the past 12 months below the poverty level,Income in the past 12 months below the poverty level!!Enrolled in school,"Income in the past 12 months below the poverty level!!Enrolled in school!!Enrolled in nursery school, preschool",Income in the past 12 months at or above the poverty level,Income in the past 12 months at or above the poverty level!!Enrolled in school,"Income in the past 12 months at or above the poverty level!!Enrolled in school!!Enrolled in nursery school, preschool",Income in the past 12 months below poverty level:!!Male:!!Under 5 years,Income in the past 12 months below poverty level:!!Female:!!Under 5 years,Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years,Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years
"Prattsburgh CDP, New York: Summary level: 160, state:36> place:59708",719,125,47,0,594,100,16,19,0,13,25
"Prattsville CDP, New York: Summary level: 160, state:36> place:59740",243,63,32,0,180,12,0,0,0,9,0
"Preston-Potter Hollow CDP, New York: Summary level: 160, state:36> place:59831",321,19,0,0,302,32,0,0,0,0,0
"Prospect village, New York: Summary level: 160, state:36> place:59883",208,11,0,0,197,47,0,0,0,9,1
"Pulaski village, New York: Summary level: 160, state:36> place:59960",2133,475,181,3,1658,419,44,68,49,34,50
"Pultneyville CDP, New York: Summary level: 160, state:36> place:59993",678,0,0,0,678,152,0,0,0,0,0
"Putnam Lake CDP, New York: Summary level: 160, state:36> place:60103",3876,290,117,0,3586,797,23,0,0,121,63
"Quiogue CDP, New York: Summary level: 160, state:36> place:60408",594,76,11,0,518,56,8,13,0,16,23
"Quogue village, New York: Summary level: 160, state:36> place:60422",780,15,9,0,765,105,0,0,0,0,0
"Ransomville CDP, New York: Summary level: 160, state:36> place:60598",1379,137,79,0,1242,266,26,32,0,11,0
"Rapids CDP, New York: Summary level: 160, state:36> place:60609",1278,122,40,0,1156,176,10,21,0,78,56
"Ravena village, New York: Summary level: 160, state:36> place:60675",3115,256,0,0,2859,647,94,0,0,106,150
"Randolph CDP, New York: Summary level: 160, state:36> place:60756",1150,209,91,4,941,175,7,10,21,43,47
"Red Creek village, New York: Summary level: 160, state:36> place:60829",607,80,50,7,527,160,38,0,9,63,27
"Redford CDP, New York: Summary level: 160, state:36> place:60884",443,0,0,0,443,105,0,0,0,0,18
"Red Hook village, New York: Summary level: 160, state:36> place:60895",1778,239,118,0,1539,378,34,5,12,11,22
"Red Oaks Mill CDP, New York: Summary level: 160, state:36> place:60983",3568,200,23,0,3368,885,30,0,0,90,84
"Redwood CDP, New York: Summary level: 160, state:36> place:61016",511,102,63,0,409,128,0,7,0,7,0
"Remsen village, New York: Summary level: 160, state:36> place:61115",571,193,86,0,378,114,6,23,0,4,20
"Remsenburg-Speonk CDP, New York: Summary level: 160, state:36> place:61142",2174,164,25,0,2010,565,15,28,12,49,42
"Rensselaer city, New York: Summary level: 160, state:36> place:61148",9133,1791,698,29,7342,1298,114,44,9,232,153
"Rensselaer Falls village, New York: Summary level: 160, state:36> place:61159",346,25,9,0,321,84,15,0,2,16,28
"Retsof CDP, New York: Summary level: 160, state:36> place:61236",143,0,0,0,143,61,0,0,0,0,0
"Rhinebeck village, New York: Summary level: 160, state:36> place:61346",2425,239,106,12,2186,452,14,0,0,49,31
"Rhinecliff CDP, New York: Summary level: 160, state:36> place:61368",572,23,0,0,549,83,0,0,0,0,0
"Richburg village, New York: Summary level: 160, state:36> place:61434",598,192,57,13,406,98,4,24,32,14,9
"Richfield Springs village, New York: Summary level: 160, state:36> place:61489",1086,179,25,0,907,154,11,3,0,30,23
"Richmondville village, New York: Summary level: 160, state:36> place:61588",896,76,25,0,820,228,0,0,0,6,28
"Richville village, New York: Summary level: 160, state:36> place:61621",381,83,18,0,298,90,19,2,15,21,18
"Ridge CDP, New York: Summary level: 160, state:36> place:61665",12421,970,169,0,11451,2207,144,45,33,326,353
"Rifton CDP, New York: Summary level: 160, state:36> place:61797",832,39,0,0,793,261,16,0,0,0,107
"Ripley CDP, New York: Summary level: 160, state:36> place:61874",768,194,131,22,574,116,0,22,0,16,12
"Riverhead CDP, New York: Summary level: 160, state:36> place:61973",12738,1887,650,192,10851,2081,66,199,145,286,166
"Riverside village, New York: Summary level: 160, state:36> place:62061",527,51,20,1,476,163,11,3,1,2,15
"Riverside CDP, New York: Summary level: 160, state:36> place:62066",1978,415,113,0,1563,153,0,0,0,57,20
"Rochester city, New York: Summary level: 160, state:36> place:63000",192927,61736,25569,1536,131191,30068,1862,3768,3839,3361,3456
"Rock Hill CDP, New York: Summary level: 160, state:36> place:63132",1605,74,27,0,1531,525,18,0,0,36,18
"Rockville Centre village, New York: Summary level: 160, state:36> place:63264",23072,1321,461,19,21751,5851,587,19,31,693,590
"Rocky Point CDP, New York: Summary level: 160, state:36> place:63319",13490,609,283,13,12881,3791,221,45,13,416,407
"Rodman CDP, New York: Summary level: 160, state:36> place:63330",179,4,2,0,175,55,0,0,0,0,6
"Rome city, New York: Summary level: 160, state:36> place:63418",29425,4605,1252,92,24820,5303,400,389,365,669,572
"Romulus CDP, New York: Summary level: 160, state:36> place:63429",629,105,34,0,524,124,10,22,0,37,26
"Ronkonkoma CDP, New York: Summary level: 160, state:36> place:63473",19105,849,303,13,18256,4870,203,13,0,360,536
"Roosevelt CDP, New York: Summary level: 160, state:36> place:63506",15166,2370,940,26,12796,2928,137,87,112,547,403
"Roscoe CDP, New York: Summary level: 160, state:36> place:63583",699,68,0,0,631,76,6,0,0,0,21
"Rosendale Hamlet CDP, New York: Summary level: 160, state:36> place:63742",1521,184,16,0,1337,400,20,0,0,84,69
"Roslyn village, New York: Summary level: 160, state:36> place:63770",2423,223,58,0,2200,544,15,0,0,19,69
"Roslyn Estates village, New York: Summary level: 160, state:36> place:63792",1198,23,8,0,1175,392,23,0,0,36,25
"Roslyn Harbor village, New York: Summary level: 160, state:36> place:63803",1058,18,4,0,1040,287,21,0,0,20,14
"Roslyn Heights CDP, New York: Summary level: 160, state:36> place:63814",6629,268,111,0,6361,1881,149,0,0,207,177
"Rotterdam CDP, New York: Summary level: 160, state:36> place:63924",19987,1213,402,24,18774,4119,131,25,33,534,575
"Round Lake village, New York: Summary level: 160, state:36> place:63957",477,12,3,0,465,74,0,0,0,2,15
"Rouses Point village, New York: Summary level: 160, state:36> place:63979",2216,269,103,20,1947,391,22,18,15,14,76
"Rushford CDP, New York: Summary level: 160, state:36> place:64155",303,22,13,5,281,37,5,0,10,0,5
"Rushville village, New York: Summary level: 160, state:36> place:64199",682,175,62,0,507,105,10,3,0,34,18
"Russell Gardens village, New York: Summary level: 160, state:36> place:64232",815,39,13,0,776,206,14,0,0,24,2
"Rye city, New York: Summary level: 160, state:36> place:64309",15314,488,172,10,14826,5169,543,0,10,383,566
"Rye Brook village, New York: Summary level: 160, state:36> place:64325",9099,508,106,0,8591,2399,197,0,36,180,222
"Sackets Harbor village, New York: Summary level: 160, state:36> place:64408",1388,100,35,0,1288,276,13,0,0,59,32
"Saddle Rock village, New York: Summary level: 160, state:36> place:64430",1038,38,7,0,1000,369,29,0,0,21,24
"Saddle Rock Estates CDP, New York: Summary level: 160, state:36> place:64441",407,0,0,0,407,84,0,0,0,18,0
"Sagaponack village, New York: Summary level: 160, state:36> place:64452",256,1,0,0,255,53,0,0,0,0,0
"Sag Harbor village, New York: Summary level: 160, state:36> place:64485",1894,105,16,0,1789,248,45,12,0,48,87
"St. Bonaventure CDP, New York: Summary level: 160, state:36> place:64551",534,58,0,0,476,90,0,0,0,17,0
"St. James CDP, New York: Summary level: 160, state:36> place:64584",12196,421,79,0,11775,3417,243,0,0,194,448
"St. Johnsville village, New York: Summary level: 160, state:36> place:64639",1319,342,159,11,977,225,7,20,43,10,23
"St. Regis Falls CDP, New York: Summary level: 160, state:36> place:64716",380,118,52,12,262,56,0,12,0,8,8
"Salamanca city, New York: Summary level: 160, state:36> place:64749",5323,1366,450,43,3957,919,77,93,142,117,129
"Salem village, New York: Summary level: 160, state:36> place:64771",805,69,20,3,736,160,9,0,3,11,35
"Salisbury CDP, New York: Summary level: 160, state:36> place:64842",11919,488,116,12,11431,2817,205,0,17,317,300
"Salisbury Mills CDP, New York: Summary level: 160, state:36> place:64859",267,24,0,0,243,81,0,0,0,0,0
"Saltaire village, New York: Summary level: 160, state:36> place:64881",61,0,0,0,61,17,9,0,0,7,0
"Salt Point CDP, New York: Summary level: 160, state:36> place:64892",431,5,0,0,426,171,0,0,0,0,0
"Sanborn CDP, New York: Summary level: 160, state:36> place:64958",1065,34,7,0,1031,183,14,0,0,15,22
"Sand Ridge CDP, New York: Summary level: 160, state:36> place:65024",1006,184,18,0,822,201,0,0,0,0,0
"Sands Point village, New York: Summary level: 160, state:36> place:65035",2577,14,4,0,2563,721,91,0,0,28,130
"Sandy Creek village, New York: Summary level: 160, state:36> place:65068",741,139,33,0,602,132,0,12,22,29,42
"Saranac Lake village, New York: Summary level: 160, state:36> place:65233",5738,983,347,23,4755,953,32,55,50,139,77
"Saratoga Springs city, New York: Summary level: 160, state:36> place:65255",23945,1927,588,47,22018,4939,496,15,23,779,405
"Saugerties village, New York: Summary level: 160, state:36> place:65288",3876,488,110,0,3388,607,16,45,48,16,38
"Saugerties South CDP, New York: Summary level: 160, state:36> place:65310",2207,44,18,0,2163,595,16,0,0,29,38
"Savannah CDP, New York: Summary level: 160, state:36> place:65332",456,66,15,7,390,101,6,0,14,23,0
"Savona village, New York: Summary level: 160, state:36> place:65354",573,73,7,0,500,98,18,5,3,19,14
"Sayville CDP, New York: Summary level: 160, state:36> place:65409",15310,575,152,0,14735,3940,245,25,0,356,351
"Scarsdale village, New York: Summary level: 160, state:36> place:65431",16801,282,127,0,16519,5731,453,0,12,413,524
"Schaghticoke village, New York: Summary level: 160, state:36> place:65475",497,67,31,4,430,88,6,10,8,20,15
"Schenectady city, New York: Summary level: 160, state:36> place:65508",59827,13557,5398,410,46270,10037,355,988,1246,1364,1092
"Schenevus CDP, New York: Summary level: 160, state:36> place:65519",360,43,0,0,317,46,0,0,0,17,0
"Schoharie village, New York: Summary level: 160, state:36> place:65585",838,88,13,3,750,95,3,0,0,11,11
"Schroon Lake CDP, New York: Summary level: 160, state:36> place:65640",725,20,0,0,705,126,17,0,0,18,8
"Schuylerville village, New York: Summary level: 160, state:36> place:65750",1543,177,47,15,1366,312,11,26,9,59,32
"Scio CDP, New York: Summary level: 160, state:36> place:65761",499,51,13,0,448,99,0,0,0,9,15
"Scotchtown CDP, New York: Summary level: 160, state:36> place:65882",9514,381,79,0,9133,2753,99,26,0,300,300
"Scotia village, New York: Summary level: 160, state:36> place:65893",7413,264,64,0,7149,1881,191,34,0,162,259
"Scottsburg CDP, New York: Summary level: 160, state:36> place:65926",118,11,2,0,107,23,3,3,0,0,0
"Scotts Corners CDP, New York: Summary level: 160, state:36> place:65948",535,47,8,0,488,64,0,0,0,0,0
"Scottsville village, New York: Summary level: 160, state:36> place:65959",2282,203,49,0,2079,572,25,0,13,50,73
"Sea Cliff village, New York: Summary level: 160, state:36> place:66047",4824,176,104,0,4648,1356,124,0,0,132,124
"Seaford CDP, New York: Summary level: 160, state:36> place:66058",14912,368,63,0,14544,3817,346,0,0,436,501
"Searingtown CDP, New York: Summary level: 160, state:36> place:66102",4215,59,9,0,4156,1186,92,0,0,178,90
"Selden CDP, New York: Summary level: 160, state:36> place:66212",19801,1352,374,29,18449,4975,369,61,56,628,487
"Seneca Falls CDP, New York: Summary level: 160, state:36> place:66322",6420,961,446,13,5459,1287,90,60,46,150,119
"Seneca Knolls CDP, New York: Summary level: 160, state:36> place:66366",1860,83,15,0,1777,239,0,17,0,30,77
"Setauket-East Setauket CDP, New York: Summary level: 160, state:36> place:66481",14653,407,162,0,14246,4176,275,0,27,298,445
"Sharon Springs village, New York: Summary level: 160, state:36> place:66663",420,53,8,0,367,65,0,0,2,9,8
"Shelter Island CDP, New York: Summary level: 160, state:36> place:66828",1099,24,0,0,1075,152,25,0,0,29,76
"Shelter Island Heights CDP, New York: Summary level: 160, state:36> place:66850",1263,5,0,0,1258,289,0,0,0,9,24
"Shenorock CDP, New York: Summary level: 160, state:36> place:66872",1716,13,0,0,1703,506,48,0,0,23,37
"Sherburne village, New York: Summary level: 160, state:36> place:66883",1236,249,84,8,987,178,16,12,6,46,31
"Sherman village, New York: Summary level: 160, state:36> place:66949",640,35,12,0,605,151,0,0,0,16,14
"Sherrill city, New York: Summary level: 160, state:36> place:66993",3016,183,71,0,2833,584,11,0,0,43,59
"Shinnecock Hills CDP, New York: Summary level: 160, state:36> place:67048",1960,321,109,0,1639,378,29,32,0,21,88
"Shirley CDP, New York: Summary level: 160, state:36> place:67070",23524,2186,491,63,21338,5000,415,111,137,814,831
"Shokan CDP, New York: Summary level: 160, state:36> place:67081",983,32,0,0,951,266,0,0,0,0,11
"Shoreham village, New York: Summary level: 160, state:36> place:67191",504,11,6,0,493,111,2,0,0,9,3
"Shortsville village, New York: Summary level: 160, state:36> place:67257",1319,144,62,8,1175,236,12,13,9,25,14
"Shrub Oak CDP, New York: Summary level: 160, state:36> place:67279",2138,26,5,0,2112,543,2,0,0,68,51
"Sidney village, New York: Summary level: 160, state:36> place:67334",3682,605,171,0,3077,661,46,95,18,96,86
"Silver Creek village, New York: Summary level: 160, state:36> place:67411",2523,501,186,15,2022,397,15,22,35,51,61
"Silver Springs village, New York: Summary level: 160, state:36> place:67466",737,110,31,3,627,143,8,3,9,9,21
"Sinclairville village, New York: Summary level: 160, state:36> place:67488",490,41,9,0,449,159,0,4,0,24,10
"Skaneateles village, New York: Summary level: 160, state:36> place:67510",2469,198,68,0,2271,453,36,0,9,18,27
"Sleepy Hollow village, New York: Summary level: 160, state:36> place:67638",9374,1287,486,48,8087,1962,173,130,58,350,267
"Sloan village, New York: Summary level: 160, state:36> place:67686",3477,607,195,21,2870,480,50,69,62,35,59
"Sloatsburg village, New York: Summary level: 160, state:36> place:67708",2986,121,30,0,2865,781,55,22,0,56,69
"Smallwood CDP, New York: Summary level: 160, state:36> place:67730",294,26,0,0,268,40,0,23,0,0,0
"Smithtown CDP, New York: Summary level: 160, state:36> place:67851",24641,1123,413,0,23518,6860,563,17,7,759,721
"Smithville Flats CDP, New York: Summary level: 160, state:36> place:68088",485,153,77,0,332,64,0,3,3,0,6
"Smyrna village, New York: Summary level: 160, state:36> place:68099",184,35,10,0,149,40,0,3,2,2,4
"Sodus village, New York: Summary level: 160, state:36> place:68209",2196,360,68,14,1836,508,38,32,47,77,94
"Sodus Point village, New York: Summary level: 160, state:36> place:68242",983,133,26,0,850,149,3,15,14,5,14
"Solvay village, New York: Summary level: 160, state:36> place:68286",6313,729,194,0,5584,1218,108,11,44,223,105
"Sound Beach CDP, New York: Summary level: 160, state:36> place:68374",7182,654,296,34,6528,2044,351,34,33,509,258
"Southampton village, New York: Summary level: 160, state:36> place:68462",2835,329,65,0,2506,511,43,30,0,51,85
"South Blooming Grove village, New York: Summary level: 160, state:36> place:68610",3151,269,120,0,2882,879,17,8,25,32,25
"South Corning village, New York: Summary level: 160, state:36> place:68847",1059,59,21,1,1000,152,4,2,0,21,19
"South Dayton village, New York: Summary level: 160, state:36> place:68891",711,113,30,0,598,171,4,7,23,20,21
"South Fallsburg CDP, New York: Summary level: 160, state:36> place:68968",2484,776,233,6,1708,569,4,141,45,64,39
"South Farmingdale CDP, New York: Summary level: 160, state:36> place:69001",14233,401,79,10,13832,3540,169,10,0,252,308
"South Floral Park village, New York: Summary level: 160, state:36> place:69023",1978,77,39,10,1901,485,33,8,10,48,62
"South Glens Falls village, New York: Summary level: 160, state:36> place:69078",3512,268,47,8,3244,557,28,23,8,28,36
"South Hempstead CDP, New York: Summary level: 160, state:36> place:69188",3012,86,10,0,2926,1006,58,0,0,78,92
"South Hill CDP, New York: Summary level: 160, state:36> place:69199",2187,213,174,0,1974,428,47,23,0,54,22
"South Huntington CDP, New York: Summary level: 160, state:36> place:69254",8849,367,81,0,8482,2267,146,0,0,250,185
"South Lima CDP, New York: Summary level: 160, state:36> place:69364",179,0,0,0,179,16,0,0,0,7,0
"South Lockport CDP, New York: Summary level: 160, state:36> place:69386",8027,1204,427,16,6823,1631,151,56,74,200,115
"South Nyack village, New York: Summary level: 160, state:36> place:69441",2560,191,129,0,2369,567,42,0,0,126,68
"Southold CDP, New York: Summary level: 160, state:36> place:69452",6017,129,46,0,5888,1168,108,0,0,110,139
"Southport CDP, New York: Summary level: 160, state:36> place:69606",7038,1126,374,0,5912,1432,103,100,67,90,170
"South Valley Stream CDP, New York: Summary level: 160, state:36> place:69892",6219,424,77,0,5795,1557,132,60,0,279,100
"Spackenkill CDP, New York: Summary level: 160, state:36> place:70035",3810,16,10,0,3794,996,94,0,0,150,45
"Sparkill CDP, New York: Summary level: 160, state:36> place:70068",1165,162,64,0,1003,217,18,25,0,37,9
"Speculator village, New York: Summary level: 160, state:36> place:70123",326,30,0,0,296,31,2,0,0,3,4
"Spencer village, New York: Summary level: 160, state:36> place:70167",959,163,50,0,796,246,24,13,3,15,51
"Spencerport village, New York: Summary level: 160, state:36> place:70189",3423,184,90,0,3239,821,28,0,11,131,50
"Springs CDP, New York: Summary level: 160, state:36> place:70387",6070,425,206,0,5645,1100,101,0,0,125,130
"Spring Valley village, New York: Summary level: 160, state:36> place:70420",29279,6791,2804,159,22488,7047,464,612,598,1141,1110
"Springville village, New York: Summary level: 160, state:36> place:70442",3933,503,215,76,3430,799,41,76,21,108,102
"Springwater Hamlet CDP, New York: Summary level: 160, state:36> place:70477",399,109,30,0,290,55,0,0,0,4,0
"Staatsburg CDP, New York: Summary level: 160, state:36> place:70552",366,0,0,0,366,156,46,0,0,0,46
"Stamford village, New York: Summary level: 160, state:36> place:70618",1187,300,103,7,887,146,8,14,20,22,26
"Stannards CDP, New York: Summary level: 160, state:36> place:70717",897,170,2,0,727,138,23,0,6,27,44
"Star Lake CDP, New York: Summary level: 160, state:36> place:70849",682,83,37,0,599,89,5,0,0,15,30
"Stewart Manor village, New York: Summary level: 160, state:36> place:71267",2235,22,0,0,2213,670,87,0,0,77,67
"Stillwater village, New York: Summary level: 160, state:36> place:71322",1886,301,166,31,1585,346,28,19,22,72,62
"Stone Ridge CDP, New York: Summary level: 160, state:36> place:71597",1407,24,0,0,1383,532,9,0,0,0,9
"Stony Brook CDP, New York: Summary level: 160, state:36> place:71608",13026,486,320,0,12540,3521,290,0,0,311,296
"Stony Brook University CDP, New York: Summary level: 160, state:36> place:71620",115,0,0,0,115,47,0,0,0,0,0
"Stony Point CDP, New York: Summary level: 160, state:36> place:71663",12262,639,163,10,11623,3149,103,0,30,258,210
"Stottville CDP, New York: Summary level: 160, state:36> place:71718",1449,134,54,0,1315,185,7,0,0,37,17
"Strykersville CDP, New York: Summary level: 160, state:36> place:71817",548,3,0,0,545,145,17,0,0,33,23
"Suffern village, New York: Summary level: 160, state:36> place:71894",10347,645,293,27,9702,2279,98,0,27,280,183
"Sunset Bay CDP, New York: Summary level: 160, state:36> place:72246",532,50,0,0,482,85,30,0,0,0,30
"SUNY Oswego CDP, New York: Summary level: 160, state:36> place:72327",11,0,0,0,11,0,0,0,0,0,0
"Sylvan Beach village, New York: Summary level: 160, state:36> place:72521",870,91,10,0,779,121,0,0,0,0,13
"Syosset CDP, New York: Summary level: 160, state:36> place:72554",18344,711,216,24,17633,5297,478,24,11,452,452
"Syracuse city, New York: Summary level: 160, state:36> place:73000",125584,42523,19862,905,83061,19923,1121,2515,2575,2473,2524
"Tannersville village, New York: Summary level: 160, state:36> place:73143",509,43,2,0,466,101,0,0,0,6,19
"Tappan CDP, New York: Summary level: 160, state:36> place:73154",6708,89,11,0,6619,1856,112,0,0,221,206
"Tarrytown village, New York: Summary level: 160, state:36> place:73176",10369,490,164,0,9879,2338,179,25,12,301,247
"Terryville CDP, New York: Summary level: 160, state:36> place:73352",11220,470,256,0,10750,3215,322,0,0,393,395
"Thendara CDP, New York: Summary level: 160, state:36> place:73459",142,0,0,0,142,3,0,0,0,27,0
